uid,years,minutes,sqrm,distance,renovate,express,price
13115-1650,13,6,30,10.8508634,1,0,26000000
13115-1651,48,8,25,10.8508634,1,0,13000000
13115-1652,48,9,40,10.8508634,1,0,20000000
13115-1662,22,9,15,10.8508634,1,0,16000000
13115-1663,15,10,20,10.8508634,0,0,20000000
13115-1664,48,8,35,10.8508634,0,0,11000000
13115-1666,11,4,30,10.8508634,0,0,34000000
13115-1667,22,9,20,10.8508634,0,0,18000000
13115-1668,12,8,30,10.8508634,0,0,27000000
13115-1669,12,8,20,10.8508634,1,0,21000000
13115-1671,14,6,20,10.8508634,0,0,20000000
13115-1675,15,10,20,10.8508634,0,0,21000000
13115-1676,22,8,20,10.8508634,0,0,22000000
13115-1684,22,9,15,10.8508634,0,0,16000000
13115-1685,48,8,30,10.8508634,1,0,17000000
13115-1686,11,12,70,10.8508634,0,0,57000000
13115-1687,24,8,70,10.8508634,0,0,41000000
13115-1688,18,11,20,10.8508634,0,0,19000000
13115-1689,24,3,35,10.8508634,0,0,28000000
13115-1696,24,8,70,10.8508634,1,0,43000000
13115-1697,17,2,20,10.8508634,0,0,19000000
13115-1704,16,2,60,10.8508634,0,0,56000000
13115-1705,24,9,70,10.8508634,1,0,47000000
13115-1706,16,7,20,10.8508634,0,0,20000000
13115-1707,22,14,60,10.8508634,0,0,22000000
13115-1708,18,2,55,10.8508634,1,0,53000000
13115-1709,17,2,20,10.8508634,0,0,18000000
13115-1717,13,7,30,10.8508634,0,0,27000000
13115-1718,48,9,25,10.8508634,1,0,20000000
13115-1719,14,6,20,10.8508634,0,0,16000000
13115-1721,12,8,20,10.8508634,0,0,19000000
13115-1722,23,14,35,10.8508634,1,0,20000000
13115-1723,23,14,70,10.8508634,1,0,42000000
13115-1733,16,7,20,10.8508634,0,0,18000000
13115-1734,48,8,20,10.8508634,0,0,5000000
13115-1735,11,4,30,10.8508634,0,0,30000000
13115-1736,48,8,20,10.8508634,1,0,9600000
13115-1737,16,7,20,10.8508634,1,0,18000000
13115-1738,22,9,15,10.8508634,0,0,15000000
13115-1739,34,3,20,10.8508634,0,0,10000000
13115-1740,48,9,35,10.8508634,1,0,25000000
13115-1746,23,3,15,10.8508634,0,0,19000000
13115-1747,28,9,15,10.8508634,0,0,13000000
13115-1749,36,6,20,10.8508634,1,0,15000000
13115-1750,28,12,15,10.8508634,0,0,13000000
13115-1751,23,3,35,10.8508634,1,0,30000000
13115-1755,5,5,50,10.8508634,0,0,55000000
13115-1756,35,2,20,10.8508634,1,0,1300000
13115-1757,18,5,15,10.8508634,0,0,25000000
13115-1758,35,10,15,10.8508634,0,0,14000000
13115-1759,48,3,25,10.8508634,0,0,12000000
13115-1760,17,3,20,10.8508634,0,0,23000000
13115-1761,36,6,50,10.8508634,0,0,34000000
13115-1762,23,3,65,10.8508634,0,0,54000000
13115-1765,36,6,45,10.8508634,1,0,35000000
13115-1766,28,7,15,10.8508634,0,0,13000000
13115-1770,7,4,50,10.8508634,0,0,51000000
13115-1771,27,9,20,10.8508634,0,0,16000000
13115-1772,48,3,25,10.8508634,0,0,11000000
13115-1773,36,6,25,10.8508634,0,0,11000000
13115-1775,13,10,20,10.8508634,0,0,18000000
13115-1776,20,9,20,10.8508634,0,0,19000000
13115-1777,6,3,70,10.8508634,0,0,84000000
13115-1778,23,3,65,10.8508634,0,0,54000000
13115-1779,14,5,20,10.8508634,0,0,17000000
13115-1780,35,1,15,10.8508634,1,0,20000000
13115-1786,28,7,15,10.8508634,1,0,13000000
13115-1787,14,9,25,10.8508634,0,0,22000000
13115-1788,19,6,15,10.8508634,0,0,20000000
13115-1793,27,9,15,10.8508634,0,0,15000000
13115-1794,23,4,45,10.8508634,0,0,32000000
13115-1799,14,9,35,10.8508634,1,0,31000000
13115-1800,17,3,25,10.8508634,0,0,21000000
13115-1801,12,8,20,10.8508634,1,0,15000000
13115-1802,5,6,60,10.8508634,0,0,54000000
13115-1803,14,9,35,10.8508634,0,0,30000000
13115-1805,36,6,20,10.8508634,0,0,11000000
13115-1806,20,9,20,10.8508634,0,0,19000000
13115-1807,18,5,20,10.8508634,1,0,17000000
13115-1810,33,2,20,10.8508634,0,0,12000000
13115-1811,13,10,20,10.8508634,0,0,20000000
13115-1812,14,5,20,10.8508634,0,0,16000000
13115-1813,33,2,20,10.8508634,0,0,15000000
13115-1814,28,7,15,10.8508634,0,0,9500000
13115-1815,13,10,20,10.8508634,0,0,20000000
13115-1816,17,3,20,10.8508634,0,0,18000000
13115-1817,18,5,20,10.8508634,1,0,19000000
13115-1818,35,2,30,10.8508634,0,0,20000000
13115-1819,19,7,20,10.8508634,0,0,20000000
13115-1820,36,5,45,10.8508634,0,0,27000000
13115-1825,27,9,20,10.8508634,0,0,11000000
13115-1826,20,9,20,10.8508634,0,0,15000000
13115-1827,18,4,20,10.8508634,0,0,20000000
13115-1828,19,7,20,10.8508634,0,0,18000000
13115-1829,40,2,50,10.8508634,0,0,39000000
13115-1830,33,2,20,10.8508634,0,0,12000000
13115-1831,34,1,15,10.8508634,0,0,18000000
13115-1878,19,9,65,9.492733962,0,1,55000000
13115-1879,19,8,55,9.492733962,0,1,52000000
13115-1880,20,9,20,9.492733962,0,1,19000000
13115-1885,20,9,40,9.492733962,0,1,37000000
13115-1886,19,8,50,9.492733962,1,1,54000000
13115-1887,20,9,70,9.492733962,0,1,59000000
13115-1989,13,8,20,13.47331293,0,1,13000000
13115-1990,15,13,20,13.47331293,0,1,23000000
13115-1993,29,9,45,13.47331293,0,1,28000000
13115-1995,14,12,20,13.47331293,0,1,17000000
13115-1996,14,13,20,13.47331293,1,1,25000000
13115-2001,14,10,20,13.47331293,1,1,17000000
13115-2006,22,8,95,13.47331293,1,1,51000000
13115-2007,22,8,60,13.47331293,1,1,57000000
13115-2008,13,8,20,13.47331293,0,1,17000000
13115-2011,22,8,45,13.47331293,1,1,35000000
13115-2012,15,9,20,13.47331293,0,1,22000000
13115-2013,14,12,35,13.47331293,0,1,23000000
13115-2016,15,13,25,13.47331293,0,1,29000000
13115-2022,14,12,20,13.47331293,0,1,16000000
13115-2023,15,13,20,13.47331293,0,1,15000000
13115-2024,29,9,45,13.47331293,0,1,22000000
13115-2025,14,12,20,13.47331293,0,1,23000000
13115-2387,5,9,40,15.29485589,0,0,35000000
13115-2388,28,13,15,15.29485589,0,0,13000000
13115-2389,20,9,85,15.29485589,0,0,64000000
13115-2391,9,10,70,15.29485589,0,0,63000000
13115-2395,27,5,15,15.29485589,0,0,8400000
13115-2400,27,5,15,15.29485589,0,0,16000000
13115-2401,27,5,15,15.29485589,0,0,8300000
13115-2463,24,16,55,15.29485589,0,0,32000000
13115-2473,30,13,45,15.29485589,0,0,17000000
13115-2474,15,15,55,15.29485589,0,0,31000000
13115-2485,16,18,50,15.29485589,1,0,37000000
13115-2486,16,18,55,15.29485589,1,0,38000000
13115-2806,19,14,70,12.12192561,0,0,51000000
13115-2816,19,11,70,12.12192561,0,0,51000000
13115-2860,18,3,35,12.12192561,0,0,35000000
13115-2869,22,8,30,12.12192561,1,0,28000000
13115-2870,3,7,55,12.12192561,0,0,53000000
13115-2871,22,8,25,12.12192561,0,0,18000000
13115-2876,3,6,80,12.12192561,0,0,90000000
13115-2877,3,7,75,12.12192561,1,0,84000000
13115-2878,3,7,65,12.12192561,0,0,70000000
13115-2879,3,6,75,12.12192561,0,0,79000000
13115-2882,3,8,80,12.12192561,0,0,60000000
13115-2883,22,7,25,12.12192561,0,0,20000000
13115-2884,15,12,50,12.12192561,0,0,26000000
13115-2885,9,13,80,12.12192561,0,0,62000000
13115-2886,15,12,50,12.12192561,1,0,39000000
13115-2893,7,6,65,12.12192561,0,0,66000000
13115-2894,28,12,15,12.12192561,0,0,5900000
13115-2898,3,7,70,12.12192561,0,0,75000000
13115-2899,22,8,25,12.12192561,0,0,19000000
13115-2900,3,6,80,12.12192561,0,0,82000000
13115-2901,35,9,10,12.12192561,1,0,11000000
13115-2902,3,8,80,12.12192561,0,0,62000000
13115-2903,3,7,70,12.12192561,0,0,78000000
13115-2905,3,6,80,12.12192561,1,0,88000000
13115-2906,3,6,60,12.12192561,0,0,61000000
13115-2907,15,12,50,12.12192561,1,0,31000000
13115-2917,3,8,85,12.12192561,0,0,81000000
13115-2918,22,8,25,12.12192561,0,0,20000000
13115-2919,3,5,75,12.12192561,0,0,78000000
13115-2920,3,5,55,12.12192561,0,0,56000000
13115-2921,3,6,70,12.12192561,0,0,78000000
13115-2922,30,5,50,12.12192561,1,0,42000000
13115-2923,3,6,75,12.12192561,0,0,67000000
13115-2931,3,8,70,12.12192561,0,0,70000000
13115-2932,16,7,70,12.12192561,0,0,65000000
13115-2933,18,3,45,12.12192561,0,0,36000000
13115-2934,17,2,50,12.12192561,0,0,47000000
13115-2935,3,5,75,12.12192561,0,0,87000000
13115-2936,3,6,80,12.12192561,0,0,88000000
13115-2937,30,5,50,12.12192561,1,0,44000000
13115-2938,29,5,50,12.12192561,0,0,43000000
13115-2939,29,5,50,12.12192561,1,0,42000000
13115-2943,34,8,15,12.12192561,1,0,9900000
13115-2944,29,5,55,12.12192561,0,0,38000000
13115-2946,29,5,50,12.12192561,1,0,42000000
13115-2947,15,12,65,12.12192561,0,0,45000000
13115-2948,16,6,70,12.12192561,0,0,62000000
13115-2949,35,9,10,12.12192561,1,0,8900000
13115-2950,29,5,50,12.12192561,1,0,47000000
13115-2951,45,1,35,12.12192561,0,0,19000000
13115-2952,29,5,50,12.12192561,1,0,50000000
13115-2953,30,5,110,12.12192561,0,0,90000000
13115-2960,15,12,65,12.12192561,0,0,41000000
13115-2961,35,7,15,12.12192561,0,0,11000000
13115-2962,15,13,40,12.12192561,0,0,29000000
13115-2963,3,5,75,12.12192561,0,0,77000000
13115-2964,21,3,20,12.12192561,0,0,21000000
13115-2965,3,7,70,12.12192561,0,0,74000000
13115-2966,16,7,75,12.12192561,0,0,67000000
13115-2975,9,13,70,12.12192561,1,0,61000000
13115-2976,26,12,20,13.47331293,0,1,17000000
13115-2977,26,12,15,13.47331293,1,1,17000000
13115-2980,26,12,20,13.47331293,0,1,10000000
13115-2985,27,10,45,15.29485589,1,0,33000000
13115-2986,10,7,20,15.29485589,0,0,20000000
13115-2987,19,12,15,15.29485589,0,0,19000000
13115-2988,27,4,30,15.29485589,0,0,11000000
13115-2989,49,6,45,15.29485589,1,0,30000000
13115-2996,17,4,60,15.29485589,1,0,45000000
13115-2997,19,11,15,15.29485589,0,0,18000000
13115-2998,28,6,15,15.29485589,0,0,12000000
13115-2999,17,3,60,15.29485589,0,0,49000000
13115-3009,19,2,40,15.29485589,0,0,35000000
13115-3010,35,7,25,15.29485589,1,0,16000000
13115-3011,19,11,30,15.29485589,0,0,23000000
13115-3018,15,11,55,15.29485589,0,0,39000000
13115-3020,35,7,20,15.29485589,0,0,11000000
13115-3021,28,3,15,15.29485589,1,0,13000000
13115-3022,27,10,15,15.29485589,1,0,12000000
13115-3033,14,4,75,15.29485589,0,0,74000000
13115-3034,7,2,35,15.29485589,0,0,37000000
13115-3035,12,1,20,15.29485589,0,0,23000000
13115-3036,8,6,25,15.29485589,0,0,20000000
13115-3047,49,6,40,15.29485589,1,0,25000000
13115-3050,35,4,35,15.29485589,0,0,22000000
13115-3051,49,5,50,15.29485589,1,0,35000000
13115-3052,28,3,20,15.29485589,0,0,15000000
13115-3053,12,1,20,15.29485589,0,0,20000000
13115-3058,46,4,70,15.29485589,1,0,37000000
13115-3059,27,10,20,15.29485589,0,0,17000000
13115-3060,49,5,50,15.29485589,0,0,17000000
13115-3067,19,9,75,15.29485589,0,0,57000000
13115-3068,33,7,15,15.29485589,0,0,12000000
13115-3069,49,6,30,15.29485589,0,0,17000000
13115-3070,46,7,70,15.29485589,0,0,33000000
13115-3071,10,7,25,15.29485589,0,0,18000000
13115-3072,18,10,75,15.29485589,1,0,76000000
13115-3077,19,2,50,15.29485589,1,0,45000000
13115-3078,19,11,15,15.29485589,0,0,16000000
13115-3079,14,2,35,15.29485589,0,0,35000000
13115-3080,35,2,30,15.29485589,0,0,10000000
13115-3081,49,5,40,15.29485589,0,0,15000000
13115-3082,27,10,50,15.29485589,0,0,31000000
13115-3088,18,9,65,15.29485589,0,0,50000000
13115-3091,27,10,15,15.29485589,0,0,11000000
13115-3092,28,3,20,15.29485589,0,0,12000000
13115-3093,27,3,60,15.29485589,0,0,44000000
13115-3094,49,5,30,15.29485589,1,0,21000000
13115-3099,26,11,15,15.29485589,1,0,17000000
13115-3100,46,7,40,15.29485589,0,0,27000000
13115-3101,27,3,60,15.29485589,0,0,49000000
13115-3106,15,4,35,15.29485589,0,0,27000000
13115-3107,11,3,25,15.29485589,0,0,25000000
13115-3108,12,5,20,15.29485589,0,0,24000000
13115-3109,49,8,75,15.29485589,0,0,29000000
13115-3114,20,2,45,15.29485589,0,0,42000000
13115-3115,11,3,25,15.29485589,0,0,23000000
13115-3116,11,3,25,15.29485589,0,0,29000000
13115-3117,50,9,65,15.29485589,0,0,32000000
13115-3118,8,3,50,15.29485589,0,0,52000000
13115-3124,23,4,20,15.29485589,1,0,19000000
13115-3125,16,5,55,15.29485589,0,0,56000000
13115-3126,32,2,50,15.29485589,1,0,39000000
13115-3128,9,7,20,15.29485589,0,0,16000000
13115-3130,17,8,20,15.29485589,0,0,17000000
13115-3131,8,3,40,15.29485589,0,0,42000000
13115-3132,15,2,25,15.29485589,1,0,28000000
13115-3133,15,4,35,15.29485589,0,0,29000000
13115-3134,32,6,15,15.29485589,1,0,6000000
13115-3135,32,6,20,15.29485589,0,0,7500000
13115-3143,19,3,40,15.29485589,1,0,40000000
13115-3144,7,9,65,15.29485589,0,0,52000000
13115-3145,31,2,20,15.29485589,1,0,9200000
13115-3146,31,2,20,15.29485589,1,0,12000000
13115-3151,31,1,20,15.29485589,1,0,18000000
13115-3153,25,5,20,15.29485589,0,0,15000000
13115-3154,11,8,20,15.29485589,0,0,22000000
13115-3155,31,2,20,15.29485589,0,0,12000000
13115-3156,23,4,20,15.29485589,0,0,14000000
13115-3163,16,2,55,15.29485589,0,0,47000000
13115-3164,15,4,30,15.29485589,0,0,22000000
13115-3165,31,2,20,15.29485589,1,0,16000000
13115-3166,23,6,30,15.29485589,0,0,23000000
13115-3173,35,2,40,15.29485589,1,0,27000000
13115-3174,8,3,55,15.29485589,0,0,49000000
13115-3175,17,8,20,15.29485589,0,0,15000000
13115-3176,6,5,55,15.29485589,0,0,55000000
13115-3177,35,6,15,15.29485589,0,0,7400000
13115-3181,35,6,15,15.29485589,0,0,11000000
13115-3182,31,2,40,15.29485589,0,0,33000000
13115-3183,6,5,55,15.29485589,0,0,54000000
13115-3184,20,1,35,15.29485589,0,0,27000000
13115-3185,22,3,30,15.29485589,1,0,19000000
13115-3188,7,9,65,15.29485589,1,0,53000000
13115-3189,12,5,25,15.29485589,0,0,15000000
13115-3190,31,2,20,15.29485589,1,0,18000000
13115-3191,12,5,25,15.29485589,0,0,20000000
13115-3196,31,2,30,15.29485589,0,0,17000000
13115-3197,22,3,30,15.29485589,0,0,19000000
13115-3198,15,4,30,15.29485589,0,0,30000000
13115-3199,15,4,30,15.29485589,0,0,21000000
13115-3209,35,6,15,15.29485589,0,0,8800000
13115-3210,17,8,20,15.29485589,0,0,16000000
13115-3211,35,6,15,15.29485589,0,0,7500000
13115-3212,32,6,15,15.29485589,0,0,2000000
13115-3213,31,2,20,15.29485589,0,0,8500000
13115-3214,34,10,25,15.29485589,1,0,23000000
13115-3637,35,15,10,12.12192561,0,0,5800000
13115-3745,10,6,45,13.47331293,0,1,38000000
13115-3746,45,7,65,13.47331293,0,1,43000000
13115-3747,31,7,85,13.47331293,1,1,45000000
13115-3748,25,6,20,13.47331293,0,1,18000000
13115-3749,21,15,50,13.47331293,0,1,28000000
13115-3750,12,11,20,13.47331293,0,1,19000000
13115-3751,31,7,15,13.47331293,0,1,12000000
13115-3753,21,13,20,13.47331293,0,1,14000000
13115-3754,12,9,65,13.47331293,0,1,59000000
13115-3760,12,11,20,13.47331293,0,1,20000000
13115-3761,12,11,20,13.47331293,1,1,22000000
13115-3762,23,12,65,13.47331293,0,1,40000000
13115-3763,49,5,25,13.47331293,1,1,15000000
13115-3764,49,5,40,13.47331293,0,1,20000000
13115-3770,31,7,15,13.47331293,0,1,9900000
13115-3778,31,7,85,13.47331293,0,1,80000000
13115-3781,49,5,30,13.47331293,0,1,13000000
13115-3782,17,15,25,13.47331293,0,1,23000000
13115-3790,33,8,15,13.47331293,0,1,8600000
13115-3791,17,13,20,13.47331293,0,1,19000000
13115-3794,10,5,40,13.47331293,0,1,36000000
13115-3795,49,5,30,13.47331293,0,1,10000000
13115-3796,25,6,55,13.47331293,1,1,51000000
13115-3800,21,15,20,13.47331293,1,1,14000000
13115-3801,21,15,20,13.47331293,0,1,12000000
13115-3802,23,12,65,13.47331293,0,1,41000000
13115-3803,10,6,40,13.47331293,0,1,39000000
13115-3810,17,14,25,13.47331293,0,1,19000000
13115-3811,33,6,15,13.47331293,0,1,8500000
13115-3813,21,15,20,13.47331293,0,1,15000000
13115-3814,30,18,20,13.47331293,0,1,12000000
13115-3825,23,12,60,13.47331293,0,1,43000000
13115-3826,21,15,20,13.47331293,0,1,21000000
13115-3827,45,7,75,13.47331293,0,1,40000000
13115-3832,23,10,15,15.29485589,0,0,13000000
13115-3837,29,14,65,15.29485589,1,0,46000000
13115-3841,23,11,25,15.29485589,0,0,23000000
13115-3844,16,13,70,15.29485589,1,0,53000000
13115-3845,29,14,65,15.29485589,1,0,51000000
13115-3849,29,14,65,15.29485589,1,0,45000000
13115-3850,23,17,80,13.47331293,0,1,45000000
13115-3851,17,16,95,13.47331293,0,1,68000000
13115-3854,17,17,75,13.47331293,0,1,57000000
13115-3855,23,18,50,13.47331293,0,1,36000000
13115-3856,23,18,65,13.47331293,0,1,38000000
13115-3859,17,17,100,13.47331293,0,1,80000000
13115-3860,17,17,85,13.47331293,0,1,60000000
13115-3950,34,12,85,15.29485589,0,0,45000000
13115-3952,6,12,65,15.29485589,0,0,72000000
13115-3953,6,12,65,15.29485589,0,0,60000000
13115-3958,6,12,65,15.29485589,0,0,70000000
13115-3959,6,12,65,15.29485589,0,0,66000000
13115-3960,17,13,40,15.29485589,0,0,52000000
13115-3964,17,13,75,15.29485589,0,0,41000000
13115-3968,6,12,65,15.29485589,0,0,68000000
13115-4013,20,19,55,13.47331293,1,1,49000000
13115-4014,15,11,45,13.47331293,0,1,33000000
13115-4015,31,21,45,13.47331293,1,1,22000000
13115-4019,34,15,40,13.47331293,1,1,29000000
13115-4020,15,16,55,13.47331293,0,1,39000000
13115-4024,30,13,40,13.47331293,1,1,32000000
13115-4025,13,18,50,13.47331293,0,1,38000000
13115-4027,15,13,60,13.47331293,1,1,52000000
13115-4028,30,13,30,13.47331293,0,1,21000000
13115-4029,30,15,45,13.47331293,0,1,16000000
13115-4037,48,15,25,13.47331293,0,1,8400000
13115-4038,31,14,15,15.29485589,0,0,7900000
13115-4039,22,13,15,15.29485589,1,0,18000000
13115-4040,22,19,60,15.29485589,0,0,39000000
13115-4041,14,15,75,15.29485589,0,0,60000000
13115-4042,35,15,50,15.29485589,0,0,21000000
13115-4043,34,14,50,15.29485589,0,0,25000000
13115-4044,30,16,15,15.29485589,0,0,9800000
13115-4049,50,14,40,15.29485589,1,0,24000000
13115-4051,14,17,80,15.29485589,0,0,57000000
13115-4055,30,16,35,15.29485589,0,0,16000000
13115-4056,30,16,35,15.29485589,1,0,23000000
13115-4058,14,15,75,15.29485589,0,0,61000000
13115-4059,22,13,15,15.29485589,0,0,18000000
13115-4060,14,17,80,15.29485589,1,0,53000000
13115-4063,35,7,15,9.492733962,0,1,4000000
13115-4065,6,8,45,9.492733962,0,1,37000000
13115-4070,35,7,15,9.492733962,0,1,5100000
13115-4072,7,5,35,9.492733962,1,1,33000000
13115-4079,35,5,20,9.492733962,0,1,14000000
13115-4080,11,5,20,9.492733962,0,1,21000000
13115-4081,11,7,20,9.492733962,0,1,19000000
13115-4082,11,5,20,9.492733962,0,1,16000000
13115-4084,28,8,15,9.492733962,0,1,6900000
13115-4085,22,2,20,9.492733962,0,1,21000000
13115-4086,14,3,20,9.492733962,0,1,20000000
13115-4087,28,6,65,9.492733962,1,1,45000000
13115-4090,11,5,20,9.492733962,0,1,19000000
13115-4091,11,5,20,9.492733962,0,1,16000000
13115-4092,11,5,20,9.492733962,0,1,16000000
13115-4096,49,1,20,9.492733962,0,1,7300000
13115-4097,11,5,20,9.492733962,0,1,17000000
13115-4098,28,6,15,9.492733962,1,1,8500000
13115-4099,7,5,35,9.492733962,0,1,31000000
13115-4102,34,4,40,9.492733962,0,1,24000000
13115-4104,11,4,20,9.492733962,0,1,16000000
13115-4107,11,6,20,9.492733962,0,1,19000000
13115-4108,11,6,20,9.492733962,0,1,18000000
13115-4111,22,6,80,9.492733962,0,1,50000000
13115-4112,6,2,55,9.492733962,0,1,52000000
13115-4113,22,2,15,9.492733962,0,1,12000000
13115-4114,21,4,65,9.492733962,0,1,38000000
13115-4116,22,6,65,9.492733962,0,1,45000000
13115-4117,11,7,20,9.492733962,0,1,21000000
13115-4123,6,2,70,9.492733962,0,1,60000000
13115-4124,28,8,15,9.492733962,0,1,8600000
13202-5,1,6,25,31.92562844,0,1,27000000
13202-6,34,7,20,31.92562844,0,1,6000000
13202-7,9,12,65,31.92562844,0,1,33000000
13202-8,20,6,85,31.92562844,0,1,41000000
13202-11,1,6,25,31.92562844,0,1,27000000
13202-13,1,5,25,31.92562844,0,1,26000000
13202-14,20,7,75,31.92562844,0,1,48000000
13202-15,1,6,25,31.92562844,0,1,28000000
13202-23,18,7,55,31.92562844,1,1,35000000
13202-25,18,8,80,31.92562844,0,1,37000000
13202-27,11,11,50,31.92562844,0,1,31000000
13202-32,13,8,30,31.92562844,0,1,22000000
13202-33,13,8,20,31.92562844,0,1,23000000
13202-34,13,8,20,31.92562844,0,1,19000000
13202-35,11,11,55,31.92562844,1,1,42000000
13202-37,11,11,55,31.92562844,1,1,40000000
13202-38,13,8,20,31.92562844,0,1,17000000
13202-39,20,6,75,31.92562844,0,1,37000000
13202-41,13,9,20,31.92562844,0,1,18000000
13202-42,18,7,60,31.92562844,1,1,40000000
13202-43,20,6,55,31.92562844,0,1,30000000
13202-44,20,6,70,31.92562844,0,1,42000000
13202-46,3,2,70,31.92562844,0,1,83000000
13202-47,11,11,55,31.92562844,0,1,45000000
13202-48,18,6,40,31.92562844,0,1,27000000
13202-49,45,15,30,31.92562844,0,1,9600000
13202-50,12,8,65,31.92562844,0,1,38000000
13202-51,11,11,55,31.92562844,0,1,39000000
13202-52,18,7,65,31.92562844,0,1,38000000
13202-53,12,7,65,31.92562844,0,1,38000000
13202-54,13,7,45,31.92562844,0,1,24000000
13202-59,16,14,55,31.92562844,0,1,24000000
13202-63,3,2,85,31.92562844,0,1,98000000
13202-64,3,2,70,31.92562844,0,1,63000000
13202-65,3,2,70,31.92562844,0,1,98000000
13202-68,3,3,85,31.92562844,1,1,97000000
13202-69,3,2,55,31.92562844,0,1,52000000
13202-72,3,2,55,31.92562844,0,1,52000000
13202-74,3,2,70,31.92562844,0,1,68000000
13202-75,3,2,70,31.92562844,0,1,63000000
13202-76,3,2,75,31.92562844,0,1,77000000
13202-77,3,2,75,31.92562844,0,1,78000000
13202-79,3,2,80,31.92562844,0,1,86000000
13202-80,3,3,70,31.92562844,1,1,96000000
13202-82,3,2,70,31.92562844,0,1,82000000
13202-83,3,2,70,31.92562844,0,1,71000000
13202-84,3,2,75,31.92562844,0,1,76000000
13202-85,3,2,70,31.92562844,0,1,73000000
13202-86,3,2,60,31.92562844,0,1,58000000
13202-88,13,8,20,31.92562844,0,1,18000000
13202-94,11,10,70,31.92562844,0,1,49000000
13202-97,3,2,70,31.92562844,0,1,64000000
13202-98,3,2,70,31.92562844,0,1,88000000
13202-103,18,9,80,31.92562844,0,1,33000000
13202-104,34,6,20,31.92562844,0,1,5000000
13202-105,20,9,60,31.92562844,1,1,33000000
13202-106,34,7,15,31.92562844,1,1,5800000
13202-467,35,19,50,31.92562844,1,1,20000000
13202-475,11,20,70,31.92562844,0,1,33000000
13202-480,35,19,50,31.92562844,0,1,13000000
13202-526,18,4,70,31.92562844,1,1,38000000
13202-529,16,8,50,31.92562844,0,1,22000000
13202-531,17,4,55,31.92562844,0,1,36000000
13202-536,18,4,70,31.92562844,0,1,20000000
13202-546,7,6,50,31.92562844,0,1,36000000
13202-551,11,6,70,31.92562844,0,1,60000000
13202-704,1,11,20,31.92562844,0,1,25000000
13202-705,24,12,20,31.92562844,0,1,8500000
13202-708,28,19,15,31.92562844,0,1,2500000
13202-709,17,8,60,31.92562844,1,1,39000000
13202-713,28,19,15,31.92562844,1,1,3600000
13202-714,24,12,55,31.92562844,0,1,27000000
13202-715,16,15,55,31.92562844,1,1,28000000
13202-719,26,13,50,31.92562844,0,1,20000000
13202-724,20,8,70,31.92562844,0,1,39000000
13202-725,22,9,60,31.92562844,1,1,32000000
13202-729,48,11,20,31.92562844,0,1,4000000
13202-730,28,14,50,31.92562844,0,1,26000000
13202-737,48,12,25,31.92562844,0,1,3000000
13202-738,20,8,70,31.92562844,1,1,42000000
13202-739,28,12,55,31.92562844,1,1,24000000
13202-761,5,9,65,31.92562844,0,1,36000000
13202-762,10,7,20,31.92562844,0,1,15000000
13202-763,13,6,65,31.92562844,0,1,52000000
13202-767,29,9,15,31.92562844,0,1,4500000
13202-768,15,13,60,31.92562844,1,1,32000000
13202-769,5,9,65,31.92562844,0,1,42000000
13202-770,5,9,65,31.92562844,0,1,39000000
13202-771,12,11,35,31.92562844,0,1,23000000
13202-772,12,11,35,31.92562844,0,1,23000000
13202-773,10,7,20,31.92562844,0,1,16000000
13202-778,32,9,60,31.92562844,1,1,32000000
13202-780,13,16,65,31.92562844,0,1,22000000
13202-781,7,21,70,31.92562844,0,1,26000000
13202-782,13,6,70,31.92562844,0,1,51000000
13202-783,13,15,70,31.92562844,0,1,34000000
13202-789,5,9,70,31.92562844,0,1,50000000
13202-790,47,14,40,31.92562844,0,1,14000000
13202-791,47,14,40,31.92562844,1,1,16000000
13202-792,20,8,45,31.92562844,0,1,29000000
13202-794,5,9,65,31.92562844,0,1,49000000
13202-795,32,8,75,31.92562844,0,1,24000000
13202-796,34,11,20,31.92562844,0,1,7700000
13202-797,25,18,55,31.92562844,0,1,16000000
13202-800,36,9,15,31.92562844,0,1,4800000
13202-801,3,5,20,31.92562844,0,1,21000000
13202-802,19,5,55,31.92562844,1,1,33000000
13202-803,12,11,30,31.92562844,0,1,26000000
13202-804,13,8,60,31.92562844,0,1,40000000
13202-805,13,6,65,31.92562844,0,1,49000000
13202-812,5,7,70,31.92562844,0,1,44000000
13202-813,47,14,30,31.92562844,0,1,8500000
13202-814,7,16,60,31.92562844,0,1,29000000
13202-815,49,18,30,31.92562844,1,1,11000000
13202-816,32,8,60,31.92562844,1,1,34000000
13202-817,23,11,60,31.92562844,0,1,26000000
13202-818,23,7,60,31.92562844,1,1,39000000
13202-822,13,16,65,31.92562844,0,1,31000000
13202-823,20,8,50,31.92562844,0,1,24000000
13202-824,47,14,25,31.92562844,0,1,5200000
13202-825,3,5,20,31.92562844,0,1,22000000
13202-826,14,20,65,31.92562844,0,1,22000000
13202-827,13,7,60,31.92562844,0,1,29000000
13202-828,47,14,40,31.92562844,1,1,10000000
13202-830,32,8,75,31.92562844,1,1,35000000
13202-835,23,11,60,31.92562844,1,1,31000000
13202-836,47,14,30,31.92562844,0,1,5500000
13202-841,28,21,15,31.92562844,0,1,4000000
13202-842,7,15,60,31.92562844,0,1,29000000
13202-843,3,6,20,31.92562844,0,1,23000000
13202-852,24,9,50,31.92562844,0,1,34000000
