uid,years,minutes,sqrm,distance,renovate,express,price
13104-2892,31,8,65,6.580371345,0,0,47000000
13104-2893,11,3,50,6.580371345,0,0,49000000
13104-2894,16,4,20,6.580371345,0,0,18000000
13104-2895,5,3,25,6.580371345,1,0,32000000
13104-2896,24,6,15,6.580371345,0,0,12000000
13104-2897,22,4,15,6.580371345,0,0,18000000
13104-2898,10,3,20,6.580371345,1,0,26000000
13104-2899,31,8,70,6.580371345,0,0,51000000
13104-2900,15,5,55,6.580371345,1,0,61000000
13104-2901,35,4,30,6.580371345,0,0,21000000
13104-2902,11,3,20,6.580371345,0,0,24000000
13104-2904,11,3,25,6.580371345,0,0,24000000
13104-2905,5,3,25,6.580371345,0,0,31000000
13104-2906,5,3,25,6.580371345,0,0,32000000
13104-2907,5,3,25,6.580371345,0,0,32000000
13104-2908,5,3,25,6.580371345,0,0,33000000
13104-2909,5,3,25,6.580371345,0,0,33000000
13104-2911,21,2,30,6.580371345,0,0,28000000
13104-2912,5,3,25,6.580371345,0,0,32000000
13104-2913,5,3,25,6.580371345,0,0,31000000
13104-2914,5,3,25,6.580371345,0,0,30000000
13104-2918,22,4,20,6.580371345,0,0,14000000
13104-2919,15,5,40,6.580371345,0,0,41000000
13104-2920,21,2,50,6.580371345,0,0,33000000
13104-2921,16,4,20,6.580371345,0,0,23000000
13104-2925,16,4,20,6.580371345,0,0,21000000
13104-2926,31,8,75,6.580371345,0,0,48000000
13104-2927,31,6,70,6.580371345,1,0,58000000
13104-3000,17,8,70,2.983801459,0,0,59000000
13104-3015,19,6,55,4.152266259,1,0,55000000
13104-3016,13,5,70,4.152266259,0,0,73000000
13104-3018,41,6,70,4.152266259,1,0,52000000
13104-3020,6,8,75,4.152266259,0,0,83000000
13104-3022,13,5,70,4.152266259,0,0,77000000
13104-3023,11,4,20,4.152266259,1,0,25000000
13104-3025,41,6,35,4.152266259,1,0,28000000
13104-3026,13,6,70,4.152266259,1,0,83000000
13104-3028,11,4,20,4.152266259,0,0,27000000
13104-3029,41,6,70,4.152266259,1,0,52000000
13104-3254,30,8,30,3.246960267,1,1,24000000
13104-3255,30,8,30,3.246960267,0,1,24000000
13104-3260,6,5,50,3.246960267,0,1,65000000
13104-3263,12,4,20,3.246960267,0,1,24000000
13104-3266,12,4,20,3.246960267,0,1,23000000
13104-3267,12,4,20,3.246960267,1,1,21000000
13104-3286,14,7,20,3.246960267,0,1,26000000
13104-3290,18,8,20,4.152266259,0,0,22000000
13104-3291,20,8,35,4.152266259,0,0,30000000
13104-3292,20,8,50,4.152266259,0,0,43000000
13104-3293,20,8,35,4.152266259,0,0,31000000
13104-3294,11,8,45,4.152266259,0,0,40000000
13104-3300,20,8,60,4.152266259,0,0,45000000
13104-3301,11,8,40,4.152266259,0,0,28000000
13104-3303,15,11,50,3.246960267,0,1,44000000
13104-3304,14,9,55,3.246960267,1,1,70000000
13104-3305,11,8,30,3.246960267,1,1,32000000
13104-3306,14,9,90,3.246960267,0,1,100000000
13104-3307,14,9,60,3.246960267,0,1,70000000
13104-3308,14,9,70,3.246960267,0,1,81000000
13104-3313,14,9,70,3.246960267,0,1,79000000
13104-3314,14,9,60,3.246960267,0,1,63000000
13104-3370,17,4,20,2.983801459,0,0,22000000
13104-3371,29,5,20,2.983801459,0,0,11000000
13104-3372,29,3,20,2.983801459,0,0,15000000
13113-898,2,7,30,4.946347595,0,0,54000000
13113-899,2,10,30,4.946347595,0,0,62000000
13113-900,2,9,30,4.946347595,0,0,58000000
13113-901,2,7,30,4.946347595,1,0,55000000
13113-902,2,7,30,4.946347595,0,0,53000000
13113-903,18,9,70,4.946347595,0,0,88000000
13113-906,16,5,25,4.946347595,0,0,30000000
13113-907,6,6,50,4.946347595,0,0,80000000
13113-908,2,9,30,4.946347595,0,0,58000000
13113-911,6,7,60,4.946347595,0,0,91000000
13113-913,21,6,70,4.946347595,1,0,73000000
13113-916,21,7,70,4.946347595,0,0,55000000
13113-917,6,4,60,4.946347595,0,0,70000000
13113-918,15,6,50,4.946347595,0,0,54000000
13113-928,47,4,40,5.80032883,1,0,26000000
13113-929,47,4,30,5.80032883,1,0,25000000
13113-931,5,4,50,5.80032883,0,0,64000000
13113-932,7,4,65,5.80032883,1,0,82000000
13113-933,13,2,75,5.80032883,0,0,93000000
13113-935,21,4,30,5.80032883,0,0,30000000
13113-936,8,4,60,5.80032883,0,0,78000000
13113-938,35,3,60,5.80032883,1,0,52000000
13113-939,14,3,50,5.80032883,0,0,48000000
13113-941,37,4,25,5.80032883,0,0,25000000
13113-943,7,4,65,5.80032883,0,0,80000000
13113-944,43,5,40,5.80032883,1,0,33000000
13113-945,35,4,60,5.80032883,0,0,40000000
13113-946,49,4,55,5.80032883,1,0,5000000
13113-947,21,3,55,5.80032883,1,0,67000000
13113-950,17,5,20,5.80032883,0,0,20000000
13113-1857,40,4,20,6.051806582,0,1,17000000
13113-1858,43,7,20,6.051806582,0,1,13000000
13113-1859,43,3,20,6.051806582,0,1,13000000
13113-1860,19,9,55,6.051806582,0,1,57000000
13113-1861,5,7,20,6.051806582,0,1,32000000
13113-1862,40,6,20,6.051806582,0,1,17000000
13113-1863,43,7,20,6.051806582,0,1,13000000
13113-1864,43,3,20,6.051806582,0,1,20000000
13113-1866,43,8,35,6.051806582,0,1,30000000
13113-1867,34,4,20,6.051806582,0,1,20000000
13113-1869,17,8,30,6.051806582,0,1,38000000
13113-1870,43,3,20,6.051806582,0,1,17000000
13113-1871,40,6,15,6.051806582,0,1,18000000
13113-1872,14,9,50,6.051806582,1,1,51000000
13113-1873,43,7,20,6.051806582,0,1,13000000
13113-1874,17,6,30,6.051806582,0,1,41000000
13113-1876,20,7,20,6.051806582,1,1,24000000
13113-1878,43,7,20,6.051806582,0,1,14000000
13113-1879,43,7,20,6.051806582,0,1,15000000
13113-1880,43,7,20,6.051806582,0,1,16000000
13113-1882,43,3,20,6.051806582,1,1,17000000
13113-1883,14,11,30,6.051806582,1,1,40000000
13113-1885,43,3,20,6.051806582,0,1,11000000
13113-1886,43,3,20,6.051806582,0,1,15000000
13113-1887,43,3,20,6.051806582,0,1,17000000
13113-1892,17,6,55,6.051806582,0,1,64000000
13113-1893,40,6,20,6.051806582,0,1,17000000
13113-1894,17,7,20,6.051806582,0,1,23000000
13113-1895,20,7,20,6.051806582,0,1,23000000
13113-1896,43,3,20,6.051806582,0,1,16000000
13113-1897,43,7,20,6.051806582,0,1,15000000
13113-1899,14,11,40,6.051806582,0,1,43000000
13113-1901,20,5,20,6.051806582,0,1,23000000
13113-1902,51,8,55,6.051806582,0,1,29000000
13113-1903,43,3,20,6.051806582,0,1,8900000
13113-1904,40,6,20,6.051806582,0,1,11000000
13113-1907,43,3,20,6.051806582,0,1,17000000
13113-1908,43,3,20,6.051806582,1,1,20000000
13113-1909,20,8,20,6.051806582,0,1,21000000
13113-1911,34,7,75,6.051806582,0,1,55000000
13113-1971,14,5,15,5.80032883,0,0,24000000
13113-1972,43,7,20,5.80032883,1,0,19000000
13113-1973,15,7,40,5.80032883,0,0,40000000
13113-1974,19,5,30,5.80032883,0,0,33000000
13113-1977,14,6,35,5.80032883,1,0,42000000
13113-1978,41,3,65,5.80032883,0,0,55000000
13113-1979,43,6,65,5.80032883,0,0,41000000
13113-1982,7,3,20,5.80032883,0,0,31000000
13113-1983,14,7,15,5.80032883,0,0,24000000
13113-1984,33,6,20,5.80032883,0,0,7000000
13113-1985,16,5,20,5.80032883,0,0,26000000
13113-1986,17,5,20,5.80032883,0,0,24000000
13113-1989,3,1,60,5.80032883,1,0,100000000
13113-1990,6,4,50,5.80032883,0,0,60000000
13113-1992,42,8,75,5.80032883,0,0,48000000
13113-1994,43,6,70,5.80032883,0,0,34000000
13113-1995,8,5,45,5.80032883,0,0,48000000
13113-1996,42,8,45,5.80032883,0,0,32000000
13113-1998,24,13,15,5.80032883,0,0,19000000
13113-1999,30,10,35,5.80032883,1,0,28000000
13113-2000,7,8,20,5.80032883,0,0,27000000
13113-2001,42,8,40,5.80032883,0,0,25000000
13113-2002,17,5,20,5.80032883,0,0,22000000
13113-2003,16,4,20,5.80032883,0,0,21000000
13113-2004,41,4,25,5.80032883,0,0,16000000
13113-2005,19,3,35,5.80032883,0,0,3400000
13113-2006,24,13,15,5.80032883,0,0,11000000
13113-2008,17,5,25,5.80032883,0,0,30000000
13113-2009,7,4,20,5.80032883,0,0,28000000
13113-2010,19,3,25,5.80032883,0,0,25000000
13114-33,27,9,15,9.492733962,0,1,18000000
13114-34,20,6,70,9.492733962,1,1,62000000
13114-35,35,10,10,9.492733962,0,1,7000000
13114-36,8,9,65,9.492733962,0,1,85000000
13114-37,51,8,40,9.492733962,0,1,16000000
13114-39,13,11,20,9.492733962,0,1,23000000
13114-41,6,11,70,9.492733962,0,1,85000000
13114-42,9,9,60,9.492733962,0,1,65000000
13114-45,10,9,60,9.492733962,0,1,58000000
13114-46,9,9,50,9.492733962,0,1,43000000
13114-47,18,11,65,9.492733962,1,1,60000000
13114-49,6,11,50,9.492733962,0,1,52000000
13114-50,9,9,45,9.492733962,1,1,52000000
13114-51,13,11,20,9.492733962,1,1,19000000
13114-52,8,9,65,9.492733962,0,1,75000000
13114-53,28,8,15,9.492733962,0,1,14000000
13114-54,20,6,70,9.492733962,0,1,56000000
13114-55,9,9,55,9.492733962,0,1,51000000
13114-56,30,13,20,9.492733962,0,1,7500000
13114-60,12,11,20,9.492733962,0,1,17000000
13114-61,51,8,40,9.492733962,0,1,22000000
13114-62,19,7,65,9.492733962,0,1,49000000
13114-64,22,11,70,9.492733962,1,1,67000000
13114-65,13,11,20,9.492733962,0,1,21000000
13114-66,28,8,15,9.492733962,0,1,11000000
13114-69,35,10,10,9.492733962,0,1,7500000
13114-70,30,13,20,9.492733962,0,1,7000000
13114-73,22,11,65,9.492733962,0,1,67000000
13114-74,35,10,10,9.492733962,0,1,7800000
13114-75,30,13,20,9.492733962,0,1,7900000
13114-76,24,9,45,9.492733962,0,1,32000000
13114-78,13,11,25,9.492733962,0,1,19000000
13114-79,31,11,70,9.492733962,1,1,47000000
13114-81,13,11,25,9.492733962,0,1,23000000
13114-85,33,13,15,9.492733962,0,1,6900000
13114-86,28,8,15,9.492733962,0,1,12000000
13114-380,21,8,50,7.768447716,1,0,43000000
13114-580,13,5,40,9.492733962,0,1,36000000
13114-581,10,5,30,9.492733962,0,1,23000000
13114-582,43,6,40,9.492733962,0,1,22000000
13114-583,10,5,40,9.492733962,1,1,39000000
13114-589,15,7,80,9.492733962,0,1,67000000
13114-590,10,6,30,9.492733962,0,1,23000000
13114-591,48,0,40,9.492733962,0,1,9700000
13114-592,10,5,30,9.492733962,0,1,20000000
13114-593,6,5,60,9.492733962,0,1,60000000
13114-599,43,6,30,9.492733962,1,1,25000000
13114-600,19,4,25,9.492733962,0,1,24000000
13114-602,10,6,30,9.492733962,0,1,29000000
13114-603,6,5,65,9.492733962,0,1,59000000
13114-604,18,4,20,9.492733962,0,1,17000000
13114-608,18,4,20,9.492733962,0,1,21000000
13114-609,29,4,15,9.492733962,0,1,12000000
13114-610,13,5,20,9.492733962,0,1,20000000
13114-621,10,6,35,9.492733962,0,1,30000000
13114-622,50,3,30,9.492733962,0,1,9300000
13114-623,18,4,20,9.492733962,0,1,21000000
13114-627,18,3,20,9.492733962,1,1,16000000
13114-628,43,6,30,9.492733962,1,1,19000000
13114-629,50,2,30,9.492733962,0,1,13000000
13114-634,50,2,50,9.492733962,0,1,36000000
13114-635,50,3,60,9.492733962,0,1,24000000
13114-636,19,4,20,9.492733962,0,1,20000000
13114-637,10,6,20,9.492733962,0,1,24000000
13114-638,7,2,20,9.492733962,0,1,24000000
13114-639,15,5,20,9.492733962,0,1,21000000
13114-640,18,4,40,9.492733962,0,1,31000000
13114-650,43,6,30,9.492733962,0,1,16000000
13114-651,50,3,30,9.492733962,1,1,17000000
13114-652,20,2,70,9.492733962,0,1,44000000
13114-662,10,6,30,9.492733962,0,1,22000000
13114-663,13,5,20,9.492733962,0,1,21000000
13114-664,18,3,40,9.492733962,0,1,25000000
13114-665,18,3,20,9.492733962,0,1,16000000
13114-679,50,3,40,9.492733962,0,1,17000000
13114-680,18,2,60,9.492733962,1,1,50000000
13114-681,18,3,20,9.492733962,0,1,20000000
13114-684,30,7,30,9.492733962,1,1,24000000
13114-685,29,4,15,9.492733962,1,1,11000000
13114-686,10,6,30,9.492733962,0,1,23000000
13114-687,13,5,20,9.492733962,0,1,21000000
13114-688,13,5,20,9.492733962,0,1,23000000
13114-693,9,7,20,9.492733962,1,1,28000000
13114-695,42,7,60,9.492733962,1,1,49000000
13114-696,8,4,55,9.492733962,0,1,54000000
13114-697,19,5,55,9.492733962,0,1,42000000
13114-698,50,7,35,9.492733962,0,1,10000000
13114-699,19,5,60,9.492733962,0,1,60000000
13114-701,9,7,20,9.492733962,0,1,25000000
13114-702,50,7,60,9.492733962,1,1,30000000
13114-703,50,6,40,9.492733962,0,1,18000000
13114-706,42,6,40,9.492733962,1,1,34000000
13114-707,9,7,40,9.492733962,1,1,37000000
13114-708,16,7,20,9.492733962,0,1,24000000
13114-712,50,6,25,9.492733962,1,1,14000000
13114-716,48,4,35,9.492733962,0,1,20000000
13114-717,47,7,35,9.492733962,0,1,22000000
13114-718,31,10,15,9.492733962,0,1,13000000
13114-719,1,4,25,9.492733962,0,1,39000000
13114-720,1,4,25,9.492733962,0,1,51000000
13114-721,1,4,30,9.492733962,0,1,43000000
13114-722,32,3,20,9.492733962,1,1,20000000
13114-723,1,4,30,9.492733962,0,1,42000000
13114-724,1,4,35,9.492733962,0,1,49000000
13114-725,49,10,25,9.492733962,1,1,16000000
13114-726,1,4,30,9.492733962,0,1,38000000
13114-727,1,4,25,9.492733962,0,1,37000000
13114-728,1,4,40,9.492733962,0,1,49000000
13114-729,32,3,20,9.492733962,0,1,14000000
13114-730,35,6,10,9.492733962,0,1,11000000
13114-731,1,4,25,9.492733962,0,1,38000000
13114-732,1,4,40,9.492733962,0,1,54000000
13114-733,1,4,40,9.492733962,0,1,52000000
13114-734,48,4,50,9.492733962,0,1,22000000
13114-735,1,4,30,9.492733962,0,1,43000000
13114-736,25,11,30,9.492733962,1,1,25000000
13114-737,1,4,35,9.492733962,0,1,50000000
13114-738,16,9,80,9.492733962,0,1,70000000
13114-739,18,3,70,9.492733962,0,1,65000000
13114-740,11,4,35,9.492733962,1,1,35000000
13114-741,1,4,30,9.492733962,0,1,42000000
13114-744,4,1,50,9.492733962,0,1,54000000
13114-745,10,8,20,9.492733962,0,1,23000000
13114-746,49,10,35,9.492733962,0,1,14000000
13114-747,48,4,40,9.492733962,1,1,31000000
13114-748,1,4,25,9.492733962,0,1,37000000
13114-749,1,4,25,9.492733962,0,1,38000000
13114-750,32,3,20,9.492733962,1,1,19000000
13114-751,1,4,65,9.492733962,0,1,80000000
13114-754,47,7,45,9.492733962,1,1,28000000
13114-755,34,6,15,9.492733962,0,1,12000000
13114-756,5,8,25,9.492733962,0,1,25000000
13114-757,35,4,15,9.492733962,0,1,7000000
13114-758,35,4,15,9.492733962,1,1,14000000
13114-759,11,4,30,9.492733962,0,1,31000000
13114-760,18,3,60,9.492733962,0,1,55000000
13114-761,14,2,35,9.492733962,0,1,27000000
13114-762,18,5,20,9.492733962,0,1,22000000
13114-763,49,10,70,9.492733962,1,1,43000000
13114-764,21,5,45,9.492733962,0,1,41000000
13114-771,20,5,55,9.492733962,0,1,30000000
13114-772,32,3,20,9.492733962,0,1,14000000
13114-773,18,5,20,9.492733962,0,1,18000000
13114-774,18,3,85,9.492733962,0,1,80000000
13114-778,11,4,30,9.492733962,0,1,27000000
13114-779,19,6,50,9.492733962,0,1,42000000
13114-780,14,4,20,9.492733962,0,1,24000000
13114-787,8,6,80,9.492733962,0,1,83000000
13114-788,20,6,45,9.492733962,0,1,28000000
13114-795,10,8,20,9.492733962,0,1,20000000
13114-796,16,4,20,9.492733962,0,1,23000000
13114-797,14,4,25,9.492733962,0,1,22000000
13114-798,10,8,20,9.492733962,0,1,20000000
13114-799,32,4,20,9.492733962,0,1,13000000
13114-800,14,4,20,9.492733962,0,1,23000000
13114-801,5,10,40,9.492733962,0,1,36000000
13114-803,32,4,20,9.492733962,0,1,13000000
13114-804,49,10,35,9.492733962,1,1,21000000
13114-805,14,3,20,9.492733962,1,1,21000000
13114-806,16,9,75,9.492733962,0,1,56000000
13114-807,20,5,50,9.492733962,0,1,50000000
13114-812,35,10,45,9.492733962,1,1,37000000
13114-813,10,8,20,9.492733962,0,1,18000000
13114-814,48,4,35,9.492733962,0,1,26000000
13114-815,10,8,20,9.492733962,0,1,24000000
13114-818,19,6,50,9.492733962,0,1,46000000
13114-819,20,6,25,9.492733962,0,1,21000000
13114-820,16,4,20,9.492733962,0,1,23000000
13114-821,32,5,20,9.492733962,0,1,15000000
13114-822,31,10,15,9.492733962,0,1,7800000
13114-823,11,4,30,9.492733962,0,1,29000000
13114-824,18,5,45,9.492733962,0,1,38000000
13114-829,21,5,50,9.492733962,0,1,44000000
13114-830,35,10,45,9.492733962,0,1,26000000
13114-831,14,4,20,9.492733962,0,1,23000000
13114-832,15,8,60,9.492733962,1,1,43000000
13114-833,16,4,20,9.492733962,0,1,23000000
13114-834,32,5,20,9.492733962,0,1,13000000
13114-837,25,11,30,9.492733962,0,1,22000000
13114-838,11,4,30,9.492733962,0,1,29000000
13114-839,16,4,20,9.492733962,0,1,17000000
13114-840,18,3,65,9.492733962,0,1,60000000
13114-852,14,9,55,7.768447716,0,0,64000000
13114-853,14,9,70,7.768447716,1,0,62000000
13114-868,37,4,20,9.492733962,1,1,14000000
13114-871,7,2,70,9.492733962,1,1,85000000
13114-872,6,4,65,9.492733962,0,1,78000000
13114-873,6,4,55,9.492733962,0,1,65000000
13114-881,4,13,25,9.492733962,0,1,22000000
13114-882,37,4,40,9.492733962,1,1,29000000
13114-883,32,9,20,9.492733962,0,1,14000000
13114-884,18,4,40,9.492733962,0,1,32000000
13114-885,51,3,30,9.492733962,1,1,18000000
13114-886,7,2,45,9.492733962,0,1,65000000
13114-888,53,8,25,9.492733962,0,1,14000000
13114-889,53,5,50,9.492733962,1,1,36000000
13114-892,6,4,55,9.492733962,0,1,67000000
13114-893,47,6,55,9.492733962,1,1,39000000
13114-894,34,9,15,9.492733962,1,1,11000000
13114-895,35,5,15,9.492733962,0,1,14000000
13114-896,17,14,75,9.492733962,0,1,54000000
13114-897,51,3,30,9.492733962,0,1,12000000
13114-898,15,3,40,9.492733962,0,1,37000000
13114-899,53,5,90,9.492733962,0,1,50000000
13114-902,32,9,20,9.492733962,0,1,12000000
13114-903,53,5,50,9.492733962,0,1,36000000
13114-904,27,6,15,9.492733962,0,1,10000000
13114-905,6,4,60,9.492733962,0,1,60000000
13114-906,32,4,25,9.492733962,0,1,20000000
13114-916,41,10,60,9.492733962,1,1,54000000
13114-917,14,6,65,9.492733962,0,1,73000000
13114-918,37,3,25,9.492733962,0,1,18000000
13114-919,41,10,40,9.492733962,0,1,27000000
13114-920,21,5,55,9.492733962,0,1,44000000
13114-921,47,10,65,9.492733962,0,1,40000000
13114-922,47,10,65,9.492733962,0,1,40000000
13114-923,22,11,65,9.492733962,1,1,55000000
13114-924,53,5,50,9.492733962,1,1,43000000
13114-925,34,9,15,9.492733962,0,1,7500000
13114-932,22,11,70,9.492733962,0,1,55000000
13114-933,7,2,55,9.492733962,0,1,79000000
13114-934,47,4,90,9.492733962,1,1,65000000
13114-935,53,5,50,9.492733962,0,1,27000000
13114-936,18,8,45,9.492733962,1,1,44000000
13114-938,41,10,40,9.492733962,0,1,29000000
13114-939,47,4,65,9.492733962,0,1,45000000
13114-945,7,2,60,9.492733962,1,1,72000000
13114-947,4,13,30,9.492733962,0,1,32000000
13114-948,7,2,35,9.492733962,1,1,51000000
13114-949,17,6,55,9.492733962,0,1,49000000
13114-950,53,5,50,9.492733962,0,1,27000000
13114-951,16,9,80,9.492733962,0,1,49000000
13114-952,35,6,15,9.492733962,1,1,9300000
13114-953,18,7,60,9.492733962,1,1,54000000
13114-954,32,4,55,9.492733962,0,1,36000000
13114-958,34,11,15,9.492733962,0,1,9500000
13114-959,20,5,65,9.492733962,0,1,53000000
13114-960,21,5,25,9.492733962,0,1,17000000
13114-961,32,9,20,9.492733962,0,1,11000000
13114-962,26,7,60,9.492733962,0,1,50000000
13114-963,51,3,30,9.492733962,0,1,7000000
13114-964,51,3,40,9.492733962,1,1,23000000
13114-965,25,4,70,9.492733962,0,1,53000000
13114-976,47,4,45,9.492733962,0,1,35000000
13114-977,27,4,25,9.492733962,0,1,21000000
13114-978,34,8,10,9.492733962,0,1,9500000
13114-979,35,6,15,9.492733962,0,1,9900000
13114-980,7,2,55,9.492733962,0,1,69000000
13114-981,47,4,50,9.492733962,1,1,38000000
13114-982,53,8,25,9.492733962,0,1,16000000
13114-983,22,11,50,9.492733962,1,1,53000000
13114-984,14,10,30,9.492733962,0,1,24000000
13114-985,19,7,65,9.492733962,0,1,59000000
13114-989,7,10,55,9.492733962,0,1,49000000
13114-990,14,10,30,9.492733962,0,1,23000000
13114-991,53,8,25,9.492733962,1,1,16000000
13114-992,26,9,30,9.492733962,0,1,11000000
13114-994,37,4,65,9.492733962,0,1,30000000
13114-995,32,4,20,9.492733962,0,1,13000000
13114-996,51,3,40,9.492733962,0,1,16000000
13114-997,51,3,50,9.492733962,0,1,25000000
13114-1007,13,7,20,9.492733962,0,1,22000000
13114-1008,53,5,105,9.492733962,0,1,39000000
13114-1009,53,5,50,9.492733962,0,1,31000000
13114-1010,29,7,15,9.492733962,0,1,9500000
13114-1011,12,7,65,9.492733962,0,1,57000000
13114-1014,14,10,35,9.492733962,1,1,43000000
13114-1015,13,7,25,9.492733962,0,1,29000000
13114-1020,47,10,75,9.492733962,0,1,38000000
13114-1021,23,2,55,9.492733962,0,1,43000000
13114-1022,14,10,50,9.492733962,1,1,50000000
13114-1023,53,5,80,9.492733962,1,1,54000000
13114-1024,28,7,15,9.492733962,0,1,11000000
13114-1025,28,7,15,9.492733962,0,1,11000000
13114-1026,28,7,15,9.492733962,0,1,13000000
13114-1113,10,12,20,10.8508634,0,0,25000000
13114-1114,11,10,25,10.8508634,0,0,27000000
13114-1117,31,13,15,10.8508634,1,0,7200000
13114-1120,11,11,20,10.8508634,0,0,21000000
13114-1122,15,11,20,10.8508634,0,0,21000000
13114-1123,31,13,15,10.8508634,0,0,7000000
13114-1126,16,10,70,10.8508634,0,0,42000000
13114-1127,14,12,30,10.8508634,0,0,28000000
13114-1129,15,11,20,10.8508634,0,0,19000000
13114-1130,10,12,40,10.8508634,1,0,33000000
13114-1131,15,11,20,10.8508634,0,0,22000000
13114-1135,50,14,35,9.492733962,1,1,23000000
13114-1141,50,14,35,9.492733962,1,1,20000000
13114-1302,14,7,25,9.492733962,0,1,26000000
13114-1303,11,6,70,9.492733962,0,1,61000000
13114-1304,49,5,45,9.492733962,1,1,35000000
13114-1305,49,5,50,9.492733962,0,1,27000000
13114-1306,14,7,50,9.492733962,0,1,45000000
13114-1307,49,5,30,9.492733962,1,1,20000000
13114-1308,15,5,20,9.492733962,0,1,22000000
13114-1310,14,7,40,9.492733962,0,1,27000000
13114-1312,49,5,45,9.492733962,1,1,29000000
13114-1313,14,7,50,9.492733962,0,1,38000000
13114-1314,11,6,60,9.492733962,0,1,59000000
13114-1315,14,7,20,9.492733962,0,1,19000000
13114-1316,14,7,25,9.492733962,0,1,20000000
13114-1317,15,5,20,9.492733962,0,1,21000000
13114-1322,19,2,40,7.768447716,0,0,30000000
13114-1323,12,3,65,7.768447716,1,0,70000000
13114-1324,32,7,45,7.768447716,1,0,30000000
13114-1325,21,2,55,7.768447716,0,0,38000000
13114-1326,16,3,20,7.768447716,0,0,23000000
13114-1327,4,1,70,7.768447716,0,0,95000000
13114-1328,7,3,50,7.768447716,0,0,52000000
13114-1329,7,3,50,7.768447716,0,0,57000000
13114-1332,54,4,25,7.768447716,0,0,7000000
13114-1333,8,9,60,7.768447716,0,0,60000000
13114-1334,23,7,50,7.768447716,0,0,39000000
13114-1340,13,8,50,7.768447716,0,0,55000000
13114-1341,8,9,70,7.768447716,0,0,63000000
13114-1342,44,0,15,7.768447716,0,0,5500000
13114-1343,44,0,10,7.768447716,0,0,8500000
13114-1344,8,9,75,7.768447716,0,0,69000000
13114-1345,8,9,65,7.768447716,0,0,63000000
13114-1352,7,3,65,7.768447716,0,0,63000000
13114-1353,50,1,30,7.768447716,0,0,16000000
13114-1354,28,2,85,7.768447716,0,0,68000000
13114-1355,9,1,60,7.768447716,0,0,57000000
13114-1356,28,5,20,7.768447716,0,0,13000000
13114-1362,50,1,50,7.768447716,1,0,38000000
13114-1364,50,1,55,7.768447716,1,0,34000000
13114-1365,12,3,70,7.768447716,1,0,61000000
13114-1366,12,3,65,7.768447716,0,0,70000000
13114-1367,54,4,25,7.768447716,0,0,8000000
13114-1372,6,7,65,7.768447716,0,0,71000000
13114-1373,44,0,15,7.768447716,0,0,8000000
13114-1374,12,3,20,7.768447716,0,0,22000000
13114-1375,6,7,60,7.768447716,0,0,55000000
13114-1376,16,6,40,7.768447716,0,0,35000000
13114-1377,8,1,50,7.768447716,1,0,60000000
13114-1382,17,8,70,7.768447716,0,0,60000000
13114-1383,50,7,35,7.768447716,0,0,15000000
13114-1384,12,3,70,7.768447716,0,0,75000000
13114-1389,50,1,50,7.768447716,1,0,35000000
13114-1390,50,7,45,7.768447716,0,0,9600000
13114-1391,50,1,55,7.768447716,1,0,41000000
13114-1392,4,1,60,7.768447716,0,0,76000000
13114-1393,4,1,55,7.768447716,0,0,68000000
13114-1394,4,1,60,7.768447716,0,0,84000000
13114-1399,15,2,30,7.768447716,0,0,20000000
13114-1400,14,2,20,7.768447716,0,0,24000000
13114-1401,20,3,20,7.768447716,0,0,16000000
13114-1402,19,2,45,7.768447716,0,0,28000000
13114-1403,20,3,20,7.768447716,1,0,19000000
13114-1412,44,4,25,7.768447716,0,0,12000000
13114-1413,17,6,70,7.768447716,0,0,57000000
13114-1414,50,1,55,7.768447716,0,0,29000000
13114-1415,50,7,50,7.768447716,1,0,25000000
13114-1416,3,1,70,7.768447716,0,0,80000000
13114-1417,54,4,45,7.768447716,0,0,14000000
13114-1420,7,2,50,7.768447716,0,0,54000000
13114-1421,4,1,75,7.768447716,0,0,91000000
13114-1422,50,1,70,7.768447716,1,0,54000000
13114-1423,15,2,20,7.768447716,1,0,20000000
13114-1426,8,1,55,7.768447716,0,0,60000000
13114-1427,14,2,20,7.768447716,0,0,18000000
13114-1428,8,9,70,7.768447716,0,0,69000000
13114-1431,4,1,60,9.492733962,0,1,60000000
13114-1432,16,8,70,9.492733962,0,1,60000000
13114-1433,32,3,15,9.492733962,0,1,14000000
13114-1434,15,4,20,9.492733962,0,1,21000000
13114-1435,26,4,25,9.492733962,0,1,15000000
13114-1436,13,5,40,9.492733962,0,1,41000000
13114-1437,25,6,35,9.492733962,0,1,23000000
13114-1438,37,0,25,9.492733962,0,1,14000000
13114-1439,12,5,20,9.492733962,0,1,17000000
13114-1445,13,2,35,9.492733962,1,1,34000000
13114-1446,27,6,15,9.492733962,0,1,10000000
13114-1447,17,6,20,9.492733962,0,1,22000000
13114-1448,12,7,35,9.492733962,0,1,33000000
13114-1449,21,3,20,9.492733962,0,1,21000000
13114-1450,12,5,20,9.492733962,0,1,17000000
13114-1451,15,4,20,9.492733962,0,1,22000000
13114-1452,37,0,30,9.492733962,0,1,16000000
13114-1453,15,4,20,9.492733962,0,1,17000000
13114-1457,32,3,15,9.492733962,0,1,13000000
13114-1458,12,7,20,9.492733962,0,1,19000000
13114-1459,37,0,20,9.492733962,0,1,6000000
13114-1460,16,2,65,9.492733962,0,1,48000000
