id,bukkenName,years,minutes,sqrm,distance,renovate,express,price,rooms,station,floar,windowFacing,address,prg-bukkenNameAnchor href,prg-lazy src,photo-https,displayContainer href,displayPic -https,raSpecRow,relatedKeywordsData,relatedKeywordsData 2,relatedKeywordsData 3,relatedKeywordsData 4,textFeatureComment,relatedKeywordsData 5,緯度,経度
1,九段フラワーホーム,41,5,42.14,2.960147551,1,0,4480,1LDK,市ヶ谷,9,南東,東京都千代田区九段北4丁目3-20,https://www.homes.co.jp/mansion/b-1090830002823/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fb12l2rjdcm9kvcv.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fb12l2rjdcm9kvcv.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1090830002823/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fvsrx2rjdcm9kvct.jpg,11,駐車場あり,エレベーター,最上階,スーパー800m以内,当社売主。いつでも内覧可能です。市ヶ谷駅より徒歩5分、4路線利用可能の大規模マンション。,,35.69381,139.739639
2,曙マンション,47,12,47.99,31.92562844,1,1,1690,2DK,立川,4,南西,東京都立川市曙町3丁目,https://www.homes.co.jp/mansion/b-1370840001641/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Foocg2rtao3ly0p1.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Foocg2rtao3ly0p1.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1370840001641/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fu7j22rtao3ly0p4.jpg,29,リノベーション・リフォーム,エレベーター,,,4階部分南西向きにつき陽当り良好／ＪＲ中央線「立川」駅徒歩12分,,35.702904,139.424179
3,東中野ＲＨソサエテイ,48,3,43.6,7.768447716,1,0,2980,1LDK,東中野,8,南西,東京都中野区東中野5丁目5-10,https://www.homes.co.jp/mansion/b-1370840001591/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fhqyr2rtao3lxwu5.jpg&width=208&height=138,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fhqyr2rtao3lxwu5.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1370840001591/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fdgok2rtao3lxwu8.jpg,30,リノベーション・リフォーム,駐車場あり,エレベーター,スーパー800m以内,東中野駅徒歩3分の好立地／8階角部屋につき眺望良好です,角部屋,35.707783,139.686844
4,小金井スカイコーポラス,51,6,61.05,23.60463644,1,0,2180,1SLDK,武蔵小金井,9,南東,東京都小金井市前原町3丁目40-1,https://www.homes.co.jp/mansion/b-1370840001582/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F9efe2rtao3lxw55.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F9efe2rtao3lxw55.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1370840001582/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fzgrj2rtao3lxw58.jpg,30,リノベーション・リフォーム,ペット相談可,駐車場あり,エレベーター,土地権利：所有権のお部屋／武蔵小金井駅徒歩6分の大規模マンションです／ペット飼育相談,スーパー800m以内,35.697376,139.505692
5,境南マンション,51,9,47.38,20.15478498,1,0,1980,2LDK,武蔵境,5,南,東京都武蔵野市境南町4丁目,https://www.homes.co.jp/mansion/b-1370840001442/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fgl732rtao3lxlc9.jpg&width=208&height=138,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fgl732rtao3lxlc9.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1370840001442/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Flwi72rtao3lxlcc.jpg,30,リノベーション・リフォーム,オートロック,エレベーター,角部屋,JR中央線「武蔵境」駅徒歩9分／南向き角部屋で眺望・陽当たり良好,,35.699955,139.536057
6,吉祥寺南口ビル,55,1,53.37,17.02754961,1,0,2890,1LDK,吉祥寺,5,南西,東京都武蔵野市吉祥寺南町1丁目,https://www.homes.co.jp/mansion/b-1370840001368/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fe2f72rtao3lxfmp.jpg&width=208&height=138,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fe2f72rtao3lxfmp.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1370840001368/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fj0rx2rtao3lxfms.jpg,30,リノベーション・リフォーム,エレベーター,,,吉祥寺駅から徒歩1分の好立地／事務所としても使用できます（要承認・規約有）,,35.700569,139.580765
7,クレッセント国立・ディアナプレイス,18,1,86.89,29.00351351,1,0,5980,3LDK,国立,2,南,東京都国立市北1丁目,https://www.homes.co.jp/mansion/b-1370840001675/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fyc7s2rtao3ly3bh.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fyc7s2rtao3ly3bh.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1370840001675/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F7r5i2rtao3ly3bj.jpg,30,駐車場あり,オートロック,エレベーター,大規模マンション,JR中央線国立駅徒歩1分／ペット飼育相談／24時間有人管理（22時～8時は警備員）,,35.699921,139.446136
8,グローベル　ザ・国分寺クリスタ,3,5,35.47,25.95603852,1,1,3650,1LDK,国分寺,12,南東,東京都国寺市本町3丁目,https://www.homes.co.jp/mansion/b-35005080001108/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F2xgf3oxj3r6h8sy.jpg&width=208&height=138,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F2xgf3oxj3r6h8sy.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-35005080001108/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Frjdo3oxj3r6h8sx.jpg,7,,,,,,,35.710812,139.46228
9,アーバンヴィスタ立川,4,5,20.01,31.92562844,1,1,1980,1K,立川,7,西,東京都立川市錦町1丁目,https://www.homes.co.jp/mansion/b-1184720010789/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Favfw2rmp5v68jg6.jpg&width=208&height=138,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Favfw2rmp5v68jg6.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1184720010789/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fiif02rmp5v68jg5.jpg,12,オートロック,エレベーター,,,立川駅徒歩5分、オーナーチェンジ物件です。H28年築、二重天井・二重床のマンションです。,,35.695591,139.42009
10,デュアレス千代田三崎町,5,3,25.03,2.552352467,1,0,3880,1K,水道橋,9,北西,東京都千代田区神田三崎町3丁目5-5,https://www.homes.co.jp/mansion/b-39036020001238/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ffvos3sweykyiahl.jpg&width=208&height=138,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ffvos3sweykyiahl.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-39036020001238/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fhnn23sweykyiahm.jpg,10,オートロック,エレベーター,スーパー800m以内,角部屋,「水道橋駅」徒歩3分/平成28年築/都心型投資用物件,,35.700874,139.751785
11,プレミスト三鷹井口 with 珪藻土パネル　1F,9,18,67.23,20.15478498,1,0,3,3LDK,武蔵境,3,南,東京都三鷹市井口1丁目,https://www.homes.co.jp/mansion/b-8910080635/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F6p0b2qh0pwiuhwe.jpg&width=208&height=138,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F6p0b2qh0pwiuhwe.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-39050830004498/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fa4cy3swxuxzv3m2.jpg,9,スーパー800m以内,ペット相談可,オートロック,スーパー800m以内,諸費用サービス・ご見学・ご成約キャンペーン実施中 フリーダイヤルにてお問合せ下さい。,ペット相談可,35.69241,139.54808
12,パティオ神田,6,6,25.03,1.223423006,1,1,3190,1K,神田,8,北西,東京都千代田区岩本町2丁目1-7,https://www.homes.co.jp/mansion/b-1310050000498/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fsztx2rr53g28cqx.jpg&width=208&height=138,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fsztx2rr53g28cqx.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1310050000498/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F8uzj2rr53g28cr0.jpg,9,エレベーター,スーパー800m以内,,,,,35.692307,139.775589
13,ガーラレジデンス文京本郷,9,2,40.12,2.552352467,1,0,4580,1LDK,水道橋,13,南西,東京都文京区本郷1丁目23-1,https://www.homes.co.jp/mansion/b-1310050000474/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fvspb2rr53g28awa.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fvspb2rr53g28awa.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1310050000474/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F27862rr53g28aw9.jpg,6,オートロック,,,,,,35.705421,139.755035
14,ザ・パークハウス国分寺四季の森,3,10,73.73,27.2642905,1,0,2,3LDK,西国分寺,5,南,東京都国寺市東恋ヶ窪1丁目,https://www.homes.co.jp/mansion/b-1020740064637/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fjpou2rgvwqbmkmg.jpg&width=208&height=138,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fjpou2rgvwqbmkmg.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1020740064637/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fr69w2rgvwqbmklz.jpg,26,ペット相談可,駐車場あり,大規模マンション,大規模マンション,即日内覧可能です  素敵なお家見つけた最南棟眺望GOOD国分寺13分、西国分寺10分,,35.710812,139.46228
15,ステージファースト飯田橋アジールコート,7,3,25.9,2.983801459,1,0,3080,1K,飯田橋,12,北西,東京都新宿区下宮比町,https://www.homes.co.jp/mansion/b-1352340002256/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fhst72rsn27zqwch.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fhst72rsn27zqwch.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1352340002256/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fhst72rsn27zqwch.jpg,1,オートロック,角部屋,,,平成25年11月築 12階角住戸 オートロック、防犯カメラ、安心の防犯設備,,35.703243,139.743637
16,都営三田線 水道橋駅 徒歩3分,8,3,32.18,2.552352467,1,0,4180,1LDK,水道橋,11,南東,東京都千代田区神田三崎町3丁目5-4,https://www.homes.co.jp/mansion/b-1310050000438/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fz6v62rr53g28849.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fz6v62rr53g28849.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1310050000438/,,1,,,,,,,35.700874,139.751785
17,ＡＲＴＥＳＳＩＭＯ　ＧＲＡＮＤＥＲＩＡ,10,15,40.82,10.8508634,1,0,3499,1LDK,高円寺,4,西,東京都中野区大和町2丁目,https://www.homes.co.jp/mansion/b-35005380000502/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Feord3oxjhjbo26y.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Feord3oxjhjbo26y.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-35005380000502/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F6e6c3oxjhjbo26x.jpg,21,,,,,,,35.715225,139.650848
18,リリーゼ小金井梶野町,3,2,63.12,21.95318781,1,0,4480,2LDK,東小金井,1,西,東京都小金井市梶野町5丁目,https://www.homes.co.jp/mansion/b-35005320001119/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F03hc3oxjes3gk66.jpg&width=208&height=138,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F03hc3oxjes3gk66.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-35005320001119/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Foeyg3oxjes3gk65.jpg,21,,,,,,,35.703342,139.524719
19,ドメイン国分寺,13,7,57.69,25.95603852,1,1,4,2LDK,国分寺,2,南東,東京都国寺市本多2丁目16-20,https://www.homes.co.jp/mansion/b-1385500002742/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Foifc2rttdkkk55n.jpg&width=208&height=138,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Foifc2rttdkkk55n.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1303360007015/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fra022rqwk41ajwe.jpg,30,リノベーション・リフォーム,ペット相談可,オートロック,エレベーター,・国分寺駅徒歩7分・角部屋、オートロック、宅配ボックス完備など設備充実・商業施設も近く便利,角部屋,35.710812,139.46228
20,レ・ジェイド武蔵境,5,4,50.13,20.15478498,1,0,4980,2LDK,武蔵境,3,南,東京都武蔵野市境南町1丁目,https://www.homes.co.jp/mansion/b-1278120005575/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fit612rq0clorwla.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fit612rq0clorwla.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1278120005575/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ft8on2rq0clorwle.jpg,24,ペット相談可,駐車場あり,オートロック,エレベーター,特徴的なのは「武蔵境プレイス(図書館とカフェの施設)」便利さと落ち着いた環境が魅力的,最上階,35.698654,139.548599
21,レジデンシャルスター立川,9,8,46.5,31.92562844,1,1,2980,1LDK,立川,3,南,東京都立川市錦町1丁目,https://www.homes.co.jp/mansion/b-1252640003100/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fo4xu2rp3u2f7qwi.jpg&width=208&height=138,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fo4xu2rp3u2f7qwi.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1252640003100/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Flzd72rp3u2f7qwh.jpg,19,ペット相談可,オートロック,スーパー800m以内,角部屋,・角部屋 ・LDK15帖以上 ・WIC ・南向き ・浴室暖房乾燥機 ・タンクレストイレ,,35.695591,139.42009
22,ライオンズグローベル荻窪ラトーリア,14,3,32.25,13.47331293,1,1,3480,1DK,荻窪,7,北東,東京都杉並区荻窪5丁目,https://www.homes.co.jp/mansion/b-1392890000167/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F4su22ru2t29xbum.jpg&width=208&height=138,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F4su22ru2t29xbum.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1392890000167/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fb9q32ru2t29xbul.jpg,11,ペット相談可,オートロック,,,JR中央線「荻窪」駅徒歩3分の物件です。,,35.702209,139.618683
23,ガリシア高円寺,8,5,26.25,10.8508634,1,0,2580,1K,高円寺,4,東,東京都杉並区高円寺北2丁目,https://www.homes.co.jp/mansion/b-1120410012961/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fvivi2rkf3i70d0m.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fvivi2rkf3i70d0m.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1120410012961/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fnq242rkf3i70d0l.jpg,16,オートロック,エレベーター,,,現在賃貸中のオーナーチェンジ物件 JR中央線「高円寺」駅徒歩5分 商業施設が豊富で住環境良好,,35.707531,139.6521
24,ブロードリーフメイツ国分寺,16,14,75.05,27.2642905,1,0,3580,3LDK,西国分寺,3,西,東京都国寺市東恋ヶ窪5丁目,https://www.homes.co.jp/mansion/b-8910080838/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fqb0j2qh0pwiuxjt.jpg&width=208&height=138,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fqb0j2qh0pwiuxjt.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-8910080838/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fbwn42qh0pwiuxjv.jpg,17,駐車場あり,スーパー800m以内,,,ペットと一緒に暮らせる3駅3路線利用できるマンション,,35.710812,139.46228
25,グランプラド国分寺　533,16,15,72,25.95603852,1,1,3740,3LDK,国分寺,5,南,東京都国寺市東恋ヶ窪3丁目,https://www.homes.co.jp/mansion/b-8910081192/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fvd3g2qh0pwivov5.jpg&width=208&height=138,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fvd3g2qh0pwivov5.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-8910081192/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fke252qh0pwivov7.jpg,21,大規模マンション,,,,日中は管理員、夜間は警備員がいる安心セキュリティ（日曜定休） 自慢の2700平米セントラルガーデン,,35.710812,139.46228
