,uid,years,minutes,sqrm,distance,renovate,express,price,predict
1097,13114-1462,45,0,70,9.492733962,1,1,45000000,52333068.506611295
1098,13114-1463,28,4,15,9.492733962,0,1,10000000,13389009.122331362
1099,13114-1464,16,8,70,9.492733962,1,1,64000000,60318727.543352194
1100,13114-1467,13,5,20,9.492733962,0,1,20000000,24435978.398945138
1101,13114-1468,17,6,35,9.492733962,0,1,30000000,32385373.140188187
1102,13114-1475,24,7,45,9.492733962,1,1,42000000,38244199.59587976
1103,13114-1476,30,3,15,9.492733962,0,1,12000000,13293604.971129078
1104,13114-1481,15,4,35,9.492733962,1,1,37000000,38833276.80775976
1105,13114-1482,15,4,20,9.492733962,0,1,23000000,24340574.247742854
1106,13114-1483,20,1,40,9.492733962,0,1,27000000,39526490.20476243
1107,13114-1484,30,7,15,9.492733962,0,1,11000000,9230651.836170446
1108,13114-1485,17,6,65,9.492733962,0,1,59000000,54760208.92992137
1109,13114-1486,13,2,30,9.492733962,0,1,29000000,34941471.84674184
1110,13114-1490,30,7,15,9.492733962,0,1,12000000,9230651.836170446
1111,13114-1491,25,3,15,9.492733962,0,1,13000000,16071461.058483936
1112,13114-1492,4,3,35,9.492733962,0,1,38000000,42655013.81852979
1113,13114-1494,14,5,40,9.492733962,0,1,32000000,38796964.374629624
1114,13114-1495,25,2,40,9.492733962,0,1,28000000,35732895.83366791
1115,13114-1496,45,0,25,9.492733962,1,1,14000000,18770814.82201152
1116,13114-1497,12,5,40,9.492733962,0,1,28000000,39908106.809571564
1117,13114-1498,16,8,70,9.492733962,0,1,50000000,57013442.878201894
1118,13114-1499,28,4,40,9.492733962,1,1,20000000,35339990.27892599
1119,13114-1500,32,3,15,9.492733962,0,1,4400000,12182462.536187135
1120,13114-1501,34,2,50,9.492733962,0,1,29000000,38191033.4730069
1121,13114-1502,6,2,55,9.492733962,0,1,53000000,57476166.86048296
1122,13114-1505,4,1,60,9.492733962,0,1,59000000,63332186.87745343
1123,13114-1506,17,6,20,9.492733962,0,1,18000000,21197955.245321594
1124,13114-1507,13,5,20,9.492733962,0,1,14000000,24435978.398945138
1125,13114-1508,14,5,45,9.492733962,0,1,37000000,42526103.67291849
1126,13114-1509,25,2,20,9.492733962,1,1,21000000,24121623.305662766
1127,13114-1510,15,4,35,9.492733962,0,1,28000000,35527992.14260945
1128,13114-1511,45,0,25,9.492733962,0,1,9300000,15465530.156861208
1129,13114-1513,21,5,40,9.492733962,0,1,30000000,34907965.85233282
1130,13114-1514,33,7,35,9.492733962,0,1,18000000,22480495.37691299
1131,13114-1515,45,0,25,9.492733962,1,1,12000000,18770814.82201152
1132,13114-1516,14,1,65,9.492733962,1,1,54000000,64810898.66618288
1133,13114-1517,18,5,20,9.492733962,1,1,20000000,24963406.97674059
1134,13114-1518,14,5,40,9.492733962,0,1,28000000,38796964.374629624
1135,13114-1520,3,1,55,9.492733962,0,1,65000000,60158618.79663554
1136,13114-1521,4,1,60,9.492733962,0,1,57000000,63332186.87745343
1137,13114-1523,32,3,15,9.492733962,0,1,8600000,12182462.536187135
1138,13114-1527,4,4,45,9.492733962,0,1,48000000,49097554.13136786
1139,13114-1528,30,7,15,9.492733962,0,1,18000000,9230651.836170446
1140,13114-1529,18,5,20,9.492733962,0,1,18000000,21658122.31159028
1141,13114-1530,4,4,45,9.492733962,0,1,45000000,49097554.13136786
1142,13114-1531,4,4,40,9.492733962,0,1,40000000,45368414.833078995
1143,13114-1532,30,3,15,9.492733962,0,1,9800000,13293604.971129078
1144,13114-1533,4,1,60,9.492733962,0,1,62000000,63332186.87745343
1145,13114-1536,6,6,70,9.492733962,0,1,80000000,64600631.62039092
1146,13114-1537,13,5,60,9.492733962,0,1,65000000,54269092.78525606
1147,13114-1538,21,5,35,9.492733962,1,1,34000000,34484111.21919427
1148,13114-1539,46,4,25,9.492733962,0,1,11000000,10847005.804431606
1149,13114-1548,2,1,25,9.492733962,0,1,38000000,38339354.22437332
1150,13114-1549,35,9,10,9.492733962,0,1,11000000,692179.8830474019
1151,13114-1550,2,1,25,9.492733962,0,1,38000000,38339354.22437332
1152,13114-1553,48,0,25,9.492733962,1,1,15000000,17104101.169598605
1153,13114-1554,2,1,25,9.492733962,0,1,40000000,38339354.22437332
1154,13114-1557,33,2,15,9.492733962,0,1,12000000,12642629.602455825
1155,13114-1558,3,7,40,9.492733962,0,1,42000000,42876771.19933099
1156,13114-1559,19,2,20,9.492733962,0,1,24000000,24149765.945338286
1157,13114-1564,13,5,60,9.492733962,0,1,59000000,54269092.78525606
1158,13114-1565,35,5,45,9.492733962,1,1,38000000,34164392.771178395
1159,13114-1569,48,0,20,9.492733962,1,1,14000000,13374961.871309742
1160,13114-1570,13,5,50,9.492733962,0,1,50000000,46810814.188678324
1161,13114-1571,46,4,15,9.492733962,0,1,7500000,3388727.20785388
1162,13114-1572,15,9,30,9.492733962,0,1,22000000,26720161.425622292
1163,13114-1574,8,8,70,9.492733962,0,1,65000000,61458012.61796966
1164,13114-1575,46,4,30,9.492733962,1,1,20000000,17881429.767870784
1165,13114-1576,19,2,20,9.492733962,0,1,20000000,24149765.945338286
1166,13114-1578,19,2,20,9.492733962,0,1,23000000,24149765.945338286
1167,13114-1581,13,5,50,9.492733962,0,1,43000000,46810814.188678324
1168,13114-1582,3,4,25,9.492733962,0,1,29000000,34736568.155683376
1169,13114-1583,3,5,25,9.492733962,0,1,28000000,33720829.87194371
1170,13114-1584,3,5,25,9.492733962,0,1,26000000,33720829.87194371
1171,13114-1589,13,5,45,9.492733962,0,1,46000000,43081674.89038946
1172,13114-1590,3,5,25,9.492733962,0,1,30000000,33720829.87194371
1173,13114-1591,19,2,20,9.492733962,0,1,23000000,24149765.945338286
1174,13114-1593,3,5,25,9.492733962,0,1,29000000,33720829.87194371
1175,13114-1594,3,6,25,9.492733962,0,1,29000000,32705091.588204056
1176,13114-1595,19,2,20,9.492733962,0,1,21000000,24149765.945338286
1177,13114-1596,24,3,65,9.492733962,0,1,54000000,53918425.25884354
1178,13114-1597,28,5,15,9.492733962,0,1,13000000,12373270.838591702
1179,13114-1599,28,5,15,9.492733962,1,1,16000000,15678555.503742013
1180,13114-1600,2,5,25,9.492733962,0,1,31000000,34276401.089414686
1181,13114-1601,19,4,50,9.492733962,0,1,41000000,44493125.16759215
1182,13114-1602,10,3,25,9.492733962,0,1,25000000,31863307.91712623
1183,13114-1603,19,4,50,9.492733962,0,1,40000000,44493125.16759215
1184,13114-1604,2,5,25,9.492733962,0,1,31000000,34276401.089414686
1185,13114-1605,9,4,30,9.492733962,0,1,27000000,35132280.14914641
1186,13114-1606,2,5,25,9.492733962,0,1,32000000,34276401.089414686
1187,13114-1607,2,5,25,9.492733962,0,1,32000000,34276401.089414686
1188,13114-1608,16,3,20,9.492733962,0,1,19000000,24800741.31401154
1189,13114-1611,33,7,15,9.492733962,0,1,7500000,7563938.183757532
1190,13114-1612,20,2,20,9.492733962,0,1,16000000,23594194.727867313
1191,13114-1613,9,4,20,9.492733962,0,1,24000000,27674001.55256868
1192,13114-1615,16,3,20,9.492733962,0,1,22000000,24800741.31401154
1193,13114-1617,20,2,20,9.492733962,0,1,16000000,23594194.727867313
1194,13114-1618,28,5,15,9.492733962,0,1,16000000,12373270.838591702
1195,13114-1619,14,6,20,9.492733962,0,1,20000000,22864668.897734508
1196,13114-1620,17,3,20,9.492733962,0,1,21000000,24245170.09654057
1197,13114-1621,30,3,40,9.492733962,1,1,28000000,35244586.12772371
1198,13114-1624,13,4,35,9.492733962,0,1,34000000,36639134.57755139
1199,13114-1625,17,3,20,9.492733962,0,1,21000000,24245170.09654057
1200,13114-1628,18,3,15,9.492733962,0,1,18000000,19960459.580780733
1201,13114-1629,33,7,15,9.492733962,0,1,7100000,7563938.183757532
1202,13114-1630,21,6,15,9.492733962,0,1,17000000,15246531.077148847
1203,13114-1632,18,3,15,9.492733962,0,1,18000000,19960459.580780733
1204,13114-1633,14,6,20,9.492733962,0,1,20000000,22864668.897734508
1205,13114-1634,18,3,15,9.492733962,0,1,18000000,19960459.580780733
1206,13114-1635,16,3,35,9.492733962,0,1,31000000,35988159.20887813
1207,13114-1636,14,5,40,9.492733962,0,1,34000000,38796964.374629624
1208,13114-1637,24,2,15,9.492733962,0,1,9000000,17642770.559694566
1209,13114-1639,20,2,25,9.492733962,0,1,19000000,27323334.02615618
1210,13114-1640,18,3,40,9.492733962,0,1,30000000,38606156.07222505
1211,13114-1641,31,6,10,9.492733962,1,1,7800000,9266964.269300578
1212,13114-1642,30,3,115,9.492733962,0,1,60000000,87876390.93690637
1213,13114-1647,14,6,20,9.492733962,0,1,21000000,22864668.897734508
1214,13114-1649,18,3,40,9.492733962,0,1,31000000,38606156.07222505
1215,13114-1650,20,2,25,9.492733962,0,1,15000000,27323334.02615618
1216,13114-1653,24,6,45,9.492733962,0,1,29000000,35954653.21446912
1217,13114-1654,27,6,15,9.492733962,0,1,13000000,11913103.77232302
1218,13114-1655,4,6,25,9.492733962,1,1,26000000,35454805.0358834
1219,13114-1656,22,4,35,9.492733962,0,1,18000000,31638993.620312646
1220,13114-1657,22,4,35,9.492733962,0,1,25000000,31638993.620312646
1221,13114-1658,30,4,15,9.492733962,0,1,15000000,12277866.687389422
1222,13114-1659,21,5,60,9.492733962,0,1,43000000,49824523.04548828
1223,13114-1660,22,4,30,9.492733962,0,1,21000000,27909854.322023787
1224,13114-1661,31,4,15,9.492733962,0,1,14000000,11722295.469918448
1225,13114-1788,14,9,45,9.492733962,1,1,35000000,41768435.20311016
1226,13114-1789,18,10,65,9.492733962,0,1,43000000,50141684.57749176
1227,13114-1790,3,10,50,9.492733962,0,1,43000000,47287834.94468974
1228,13114-1791,14,9,45,9.492733962,0,1,30000000,38463150.53795986
1229,13114-1794,26,11,15,9.492733962,0,1,13000000,7389983.571095698
1230,13114-1795,14,9,55,9.492733962,0,1,38000000,45921429.13453758
1231,13114-1796,8,10,35,9.492733962,0,1,29000000,33322560.962468296
1232,13114-1799,14,9,35,9.492733962,0,1,25000000,31004871.941382125
1233,13114-1800,26,11,15,9.492733962,0,1,15000000,7389983.571095698
1234,13114-1801,45,11,30,9.492733962,0,1,19000000,8021548.334013835
1235,13114-1802,23,10,50,9.492733962,0,1,36000000,36176410.59527031
1236,13114-1803,17,10,40,9.492733962,0,1,32000000,32051559.303518414
1237,13114-1808,17,10,45,9.492733962,0,1,35000000,35780698.60180728
1238,13114-1809,8,10,20,9.492733962,0,1,23000000,22135143.067601703
1239,13114-1811,23,11,40,9.492733962,0,1,25000000,27702393.71495293
1240,13114-1812,35,13,10,9.492733962,0,1,5300000,-3370773.2519112304
1241,13114-1813,23,11,55,9.492733962,0,1,31000000,38889811.609819524
1242,13114-1814,35,13,10,9.492733962,0,1,12000000,-3370773.2519112304
1243,13114-1816,17,10,45,9.492733962,0,1,29000000,35780698.60180728
1244,13114-1817,22,14,20,9.492733962,0,1,14000000,10294192.888049472
1245,13114-1819,35,13,10,9.492733962,0,1,10000000,-3370773.2519112304
1246,13114-1821,17,10,50,9.492733962,1,1,39000000,42815122.565246455
1247,13114-1823,8,10,20,9.492733962,0,1,25000000,22135143.067601703
1248,13114-1824,8,10,35,9.492733962,0,1,27000000,33322560.962468296
1249,13114-1826,17,10,70,9.492733962,0,1,52000000,54426395.0932516
1250,13114-1827,9,11,50,9.492733962,0,1,42000000,42938669.35612425
1251,13114-1828,23,10,55,9.492733962,1,1,43000000,43210834.558709495
1252,13114-1829,22,14,20,9.492733962,0,1,14000000,10294192.888049472
1253,13114-1830,23,10,55,9.492733962,1,1,45000000,43210834.558709495
1254,13114-1890,16,8,30,10.8508634,0,0,28000000,27180328.491890978
1255,13114-1891,15,11,20,10.8508634,0,0,23000000,17230406.261565246
1256,13114-1893,31,8,20,10.8508634,0,0,10000000,11388481.633248676
1257,13114-1896,8,14,20,10.8508634,0,0,21000000,18072189.932643067
1258,13114-1897,5,8,45,10.8508634,0,0,41000000,44479029.778938256
1259,13114-1899,8,14,50,10.8508634,0,0,44000000,40447025.72237625
1260,13114-1900,15,11,20,10.8508634,0,0,20000000,17230406.261565246
1261,13114-1901,20,8,50,10.8508634,0,0,38000000,39874600.81516255
1262,13114-1902,21,9,70,10.8508634,1,0,61000000,56525133.172257684
1263,13114-1908,15,13,35,10.8508634,0,0,29000000,26386347.588952523
1264,13114-1913,28,10,15,10.8508634,1,0,12000000,10599864.085043725
1265,13114-1915,4,12,65,10.8508634,0,0,53000000,55888205.05460605
1266,13114-1927,13,12,20,10.8508634,0,0,21000000,17325810.41276753
1267,13114-1928,13,12,20,10.8508634,0,0,17000000,17325810.41276753
1268,13114-1935,24,12,50,10.8508634,0,0,28000000,33589362.81032003
1269,13114-1936,13,12,20,10.8508634,0,0,17000000,17325810.41276753
1270,13114-1941,15,11,20,10.8508634,0,0,19000000,17230406.261565246
1271,13114-1942,20,8,60,10.8508634,0,0,52000000,47332879.41174028
1272,13114-1948,16,10,20,10.8508634,0,0,20000000,17690573.327833932
1273,13114-1949,13,12,20,10.8508634,0,0,19000000,17325810.41276753
1274,13114-1957,16,8,20,10.8508634,0,0,21000000,19722049.895313248
1275,13114-1958,3,10,25,10.8508634,0,0,31000000,28642138.453245424
1276,13114-1959,3,10,25,10.8508634,0,0,28000000,28642138.453245424
1277,13114-1964,16,8,20,10.8508634,0,0,18000000,19722049.895313248
1278,13114-1965,15,13,35,10.8508634,1,0,29000000,29691632.254102834
1279,13114-2018,17,9,30,9.492733962,0,1,34000000,25609018.990680348
1280,13114-2019,17,9,35,9.492733962,0,1,29000000,29338158.28896921
1281,13114-2024,13,5,20,9.492733962,0,1,23000000,24435978.398945138
1282,13114-2030,10,4,20,9.492733962,0,1,22000000,27118430.33509771
1283,13114-2031,10,4,35,9.492733962,0,1,31000000,38305848.2299643
1284,13114-2032,21,5,70,9.492733962,0,1,44000000,57282801.64206601
1285,13114-2033,6,5,20,9.492733962,0,1,25000000,28324976.92124194
1286,13114-2039,10,4,20,9.492733962,0,1,22000000,27118430.33509771
1287,13114-2041,34,3,20,9.492733962,0,1,13000000,14800459.399534054
1288,13114-2043,14,5,55,9.492733962,0,1,41000000,49984382.26949622
1289,13114-2044,39,4,55,9.492733962,1,1,33000000,40416124.781611905
1290,13114-2045,13,5,20,9.492733962,0,1,16000000,24435978.398945138
1291,13114-2048,13,5,20,9.492733962,0,1,25000000,24435978.398945138
1292,13114-2049,17,3,30,9.492733962,0,1,29000000,31703448.6931183
1293,13114-2050,21,5,15,9.492733962,0,1,18000000,16262269.360888503
1294,13114-2051,17,3,40,9.492733962,0,1,29000000,39161727.28969602
1295,13114-2052,10,4,35,9.492733962,0,1,27000000,38305848.2299643
1296,13114-2055,39,4,55,9.492733962,1,1,36000000,40416124.781611905
1297,13114-2056,6,8,55,9.492733962,0,1,40000000,51381737.15804501
1298,13114-2057,13,5,20,9.492733962,1,1,31000000,27741263.06409545
1299,13114-2060,33,2,30,9.492733962,1,1,13000000,27135332.16247273
1300,13114-2061,17,3,20,9.492733962,0,1,18000000,24245170.09654057
1301,13114-2062,2,5,25,9.492733962,0,1,32000000,34276401.089414686
1302,13114-2063,2,5,35,9.492733962,0,1,44000000,41734679.68599242
1303,13114-2066,6,5,35,9.492733962,0,1,31000000,39512394.81610853
1304,13114-2067,17,7,35,9.492733962,0,1,27000000,31369634.856448527
1305,13114-2068,34,8,10,9.492733962,1,1,13000000,5568774.049408345
1306,13114-2069,6,8,55,9.492733962,0,1,43000000,51381737.15804501
1307,13114-2070,14,6,20,9.492733962,0,1,17000000,22864668.897734508
1308,13114-2079,39,4,70,9.492733962,1,1,50000000,51603542.67647849
1309,13114-2080,13,4,55,9.492733962,0,1,46000000,51555691.77070685
1310,13114-2081,6,8,70,9.492733962,0,1,45000000,62569155.0529116
1311,13114-2082,14,6,20,9.492733962,0,1,18000000,22864668.897734508
1312,13114-2083,39,4,55,9.492733962,0,1,28000000,37110840.11646159
1313,13114-2084,13,5,55,9.492733962,0,1,52000000,50539953.48696719
1314,13114-2085,12,9,60,9.492733962,0,1,52000000,50761710.86776839
1315,13114-2092,18,1,55,9.492733962,0,1,47000000,51825050.53457096
1316,13114-2093,13,4,55,9.492733962,0,1,47000000,51555691.77070685
1317,13114-2096,6,5,15,9.492733962,0,1,21000000,24595837.622953076
1318,13114-2097,12,9,65,9.492733962,0,1,58000000,54490850.16605725
1319,13114-2098,33,2,30,9.492733962,0,1,12000000,23830047.497322418
1320,13114-2099,22,4,15,9.492733962,0,1,18000000,16722436.427157192
1321,13114-2100,13,4,75,9.492733962,0,1,61000000,66472248.9638623
1322,13114-2104,6,5,35,9.492733962,0,1,35000000,39512394.81610853
1323,13114-2105,13,5,20,9.492733962,1,1,18000000,27741263.06409545
1324,13114-2107,28,5,15,9.492733962,0,1,15000000,12373270.838591702
1325,13114-2108,4,7,65,9.492733962,0,1,65000000,60966896.47330434
1326,13114-2110,15,5,35,9.492733962,1,1,31000000,37817538.5240201
1327,13114-2113,2,6,25,9.492733962,0,1,29000000,33260662.80567503
1328,13114-2114,13,7,20,9.492733962,0,1,21000000,22404501.83146582
1329,13114-2115,4,7,65,9.492733962,0,1,63000000,60966896.47330434
1330,13114-2116,4,5,65,9.492733962,0,1,58000000,62998373.04078366
1331,13114-2117,29,6,95,9.492733962,0,1,67000000,70468190.11000289
1332,13114-2120,2,6,25,9.492733962,0,1,35000000,33260662.80567503
1333,13114-2121,37,3,15,9.492733962,0,1,11000000,9404606.448832277
1334,13114-2122,37,3,40,9.492733962,1,1,23000000,31355587.605426908
1335,13114-2123,2,6,25,9.492733962,0,1,32000000,33260662.80567503
1336,13114-2124,2,6,25,9.492733962,0,1,34000000,33260662.80567503
1337,13114-2126,2,6,25,9.492733962,0,1,32000000,33260662.80567503
1338,13114-2127,22,8,40,9.492733962,1,1,31000000,34610464.44879319
1339,13114-2128,2,6,25,9.492733962,0,1,33000000,33260662.80567503
1340,13114-2129,2,6,25,9.492733962,0,1,32000000,33260662.80567503
1341,13114-2130,4,5,65,9.492733962,1,1,60000000,66303657.705933966
1342,13114-2134,37,3,15,9.492733962,0,1,14000000,9404606.448832277
1343,13114-2135,31,5,90,9.492733962,1,1,58000000,69948931.32566208
1344,13114-2136,2,6,25,9.492733962,0,1,33000000,33260662.80567503
1345,13114-2137,2,6,25,9.492733962,0,1,33000000,33260662.80567503
1346,13114-2138,2,6,25,9.492733962,0,1,33000000,33260662.80567503
1347,13114-2139,2,6,25,9.492733962,0,1,28000000,33260662.80567503
1348,13114-2140,2,6,25,9.492733962,0,1,28000000,33260662.80567503
1349,13114-2141,22,4,15,9.492733962,1,1,18000000,20027721.0923075
1350,13114-2143,37,3,30,9.492733962,1,1,18000000,23897309.00884918
1351,13114-2144,13,7,20,9.492733962,0,1,19000000,22404501.83146582
1352,13114-2147,13,7,20,9.492733962,1,1,20000000,25709786.496616133
1353,13114-2149,4,5,65,9.492733962,0,1,63000000,62998373.04078366
1354,13114-2150,37,3,15,9.492733962,0,1,12000000,9404606.448832277
1355,13114-2151,31,5,110,9.492733962,1,1,60000000,84865488.51881751
1356,13114-2153,37,3,30,9.492733962,0,1,12000000,20592024.34369887
1357,13114-2154,13,7,20,9.492733962,0,1,18000000,22404501.83146582
1358,13114-2155,13,7,35,9.492733962,0,1,24000000,33591919.72633241
1359,13114-2158,28,5,40,9.492733962,1,1,28000000,34324251.99518633
1360,13114-2159,29,6,110,9.492733962,1,1,85000000,84960892.6700198
1361,13115-11,12,8,40,12.12192561,1,0,37000000,40166176.6235029
1362,13115-12,28,14,50,12.12192561,1,0,45000000,32640886.038107138
1363,13115-20,26,14,60,12.12192561,0,0,53000000,37905022.4044765
1364,13115-21,29,7,15,12.12192561,0,0,12000000,9786223.053641416
1365,13115-22,16,12,60,12.12192561,1,0,55000000,48797495.81181584
1366,13115-35,12,8,60,12.12192561,1,0,60000000,55082733.81665836
1367,13115-47,2,6,80,12.12192561,1,0,68000000,77586479.75200285
1368,13115-48,28,13,20,12.12192561,0,0,11000000,7976503.866963301
1369,13115-49,21,10,20,12.12192561,0,0,21000000,14912717.240479074
1370,13115-50,16,5,35,12.12192561,0,0,33000000,33956682.64139882
1371,13115-51,25,7,55,12.12192561,0,0,37000000,41841622.30983621
1372,13115-52,2,6,60,12.12192561,1,0,48000000,62669922.5588474
1373,13115-53,26,9,20,12.12192561,0,0,16000000,13150599.436863873
1374,13115-54,12,7,35,12.12192561,0,0,25000000,34147490.943803385
1375,13115-65,28,5,15,12.12192561,1,0,11000000,15678555.503742013
1376,13115-66,2,3,25,12.12192561,0,0,36000000,36307877.656894006
1377,13115-67,35,9,25,12.12192561,1,0,23000000,15184882.443064306
1378,13115-68,28,15,20,12.12192561,0,0,11000000,5945027.299483981
1379,13115-69,28,5,15,12.12192561,1,0,11000000,15678555.503742013
1380,13115-70,24,10,15,12.12192561,0,0,12000000,9516864.289777298
1381,13115-76,28,13,15,12.12192561,0,0,8500000,4247364.568674438
1382,13115-77,12,8,60,12.12192561,0,0,48000000,51777449.15150805
1383,13115-87,13,15,20,12.12192561,1,0,19000000,17583880.226698864
1384,13115-88,23,11,45,12.12192561,0,0,35000000,31431533.013241798
1385,13115-90,17,3,30,12.12192561,0,0,25000000,31703448.6931183
1386,13115-98,23,10,65,12.12192561,0,0,54000000,47363828.49013691
1387,13115-99,21,9,20,12.12192561,1,0,23000000,19233740.189369045
1388,13115-114,26,14,50,12.12192561,0,0,29000000,30446743.807898767
1389,13115-115,25,10,45,12.12192561,1,0,40000000,34641413.52718982
1390,13115-116,20,7,70,12.12192561,0,0,52000000,55806896.29205766
1391,13115-123,35,10,10,12.12192561,0,0,7000000,-323558.4006922543
1392,13115-124,12,6,40,12.12192561,1,0,39000000,42197653.19098222
1393,13115-133,48,14,45,12.12192561,1,0,26000000,17800322.390398845
1394,13115-134,16,12,55,12.12192561,0,0,44000000,41763071.84837666
1395,13115-135,16,5,35,12.12192561,1,0,30000000,37261967.30654913
1396,13115-144,21,9,20,12.12192561,0,0,13000000,15928455.524218734
1397,13115-145,21,9,15,12.12192561,0,0,13000000,12199316.225929871
1398,13115-146,21,9,20,12.12192561,0,0,13000000,15928455.524218734
1399,13115-147,28,14,20,12.12192561,0,0,9800000,6960765.583223641
1400,13115-148,28,14,20,10.8508634,1,0,11000000,10266050.248373952
1401,13115-149,28,14,20,10.8508634,0,0,10000000,6960765.583223641
1402,13115-150,28,14,20,10.8508634,0,0,9200000,6960765.583223641
1403,13115-164,14,4,35,12.12192561,0,0,34000000,36083563.36008042
1404,13115-165,35,3,15,12.12192561,0,0,7100000,10515748.883774221
1405,13115-171,20,4,65,12.12192561,1,0,69000000,58430256.51013808
1406,13115-174,8,2,65,12.12192561,0,0,80000000,63823303.02211875
1407,13115-176,10,2,40,12.12192561,1,0,50000000,47371748.760882795
1408,13115-183,35,4,15,12.12192561,1,0,8300000,12805295.265184876
1409,13115-184,11,8,50,12.12192561,1,0,40000000,48180026.4375516
1410,13115-185,3,12,25,12.12192561,0,0,31000000,26610661.885766108
1411,13115-186,20,3,65,12.12192561,0,0,43000000,56140710.12872743
1412,13115-187,45,10,45,12.12192561,0,0,24000000,20224704.512620084
1413,13115-190,20,3,35,12.12192561,1,0,42000000,37071159.004144564
1414,13115-191,14,4,35,12.12192561,0,0,28000000,36083563.36008042
1415,13115-195,35,3,15,12.12192561,1,0,74000000,13821033.548924532
1416,13115-196,8,1,70,12.12192561,0,0,87000000,68568180.60414727
1417,13115-202,34,4,15,12.12192561,0,0,11000000,10055581.817505535
1418,13115-203,28,8,15,12.12192561,1,0,15000000,12631340.65252304
1419,13115-206,3,3,25,12.12192561,0,0,27000000,35752306.43942303
1420,13115-207,27,5,15,12.12192561,0,0,10000000,12928842.056062676
1421,13115-208,8,1,75,12.12192561,0,0,95000000,72297319.90243614
1422,13115-213,27,6,15,12.12192561,0,0,7300000,11913103.77232302
1423,13115-215,49,7,40,13.47331293,1,1,30000000,20625779.860816617
1424,13115-216,49,7,40,13.47331293,1,1,26000000,20625779.860816617
1425,13115-228,3,11,25,12.12192561,0,0,25000000,27626400.169505768
1426,13115-229,35,5,10,12.12192561,1,0,8900000,8060417.683156351
1427,13115-230,31,6,15,12.12192561,0,0,9700000,9690818.902439132
1428,13115-231,18,4,30,12.12192561,0,0,26000000,30132139.191907667
